system:index,BSI,NDMI,NDVI,SOCI,lat,long,sample_date,.geo
0,0.0068559466795544526,0.02495412941578989,0.08963902211268042,5.560317534134346E-5,45.93337585,22.72922449,2018-12-20,"{""type"":""Point"",""coordinates"":[22.72922449,45.93337585]}"
1,-0.04996821427186582,0.1429554313986095,0.09302561040900459,6.253002668891249E-5,44.77273911,28.19885488,2018-12-19,"{""type"":""Point"",""coordinates"":[28.198854880000003,44.77273911]}"
2,-0.03545319362596717,0.1712580785520057,0.0720810944371513,6.54179156475138E-5,44.78567174,28.33373863,2018-12-19,"{""type"":""Point"",""coordinates"":[28.333738630000003,44.785671740000005]}"
3,-0.03703656028674207,0.11485772006684718,0.10707758019412085,6.629569623632796E-5,45.86112369,23.31415124,2018-12-19,"{""type"":""Point"",""coordinates"":[23.314151240000005,45.86112368999999]}"
4,-0.03302988346967968,0.12208263262880771,0.07246328007267293,6.115624893057381E-5,44.7204723,28.18146242,2018-12-19,"{""type"":""Point"",""coordinates"":[28.181462420000003,44.720472300000004]}"
5,-0.0117553040189611,0.11605848320032365,0.06185412043927521,6.822632735487015E-5,45.37783065,27.90215325,2018-12-18,"{""type"":""Point"",""coordinates"":[27.902153249999998,45.37783064999999]}"
6,0.00554338555293386,0.03368914393254443,0.2466312896321341,8.556237190850801E-5,45.59291307,22.83116171,2018-12-17,"{""type"":""Point"",""coordinates"":[22.83116171,45.59291307]}"
7,-0.02794007202312085,0.10006091482539617,0.15723174070654392,8.437308768607765E-5,45.88955448,23.66215374,2018-12-17,"{""type"":""Point"",""coordinates"":[23.66215374,45.88955448000001]}"
8,-0.0750163513443074,0.14586240613944962,0.10805024266532579,8.213912806497942E-5,45.9607984,23.3914774,2018-12-15,"{""type"":""Point"",""coordinates"":[23.3914774,45.9607984]}"
9,-0.007242893736208958,0.07018038035560963,0.07817615963934374,6.198450978827829E-5,45.93910612,26.15296623,2018-12-14,"{""type"":""Point"",""coordinates"":[26.15296623,45.93910612]}"
10,-0.06717163502621504,0.1535412686420678,0.06802630299452518,4.842837638060271E-5,45.96637006,26.2142416,2018-12-14,"{""type"":""Point"",""coordinates"":[26.2142416,45.96637006]}"
11,-0.05382441437716496,0.1330001614787745,0.10170599149211561,7.16141404254919E-5,45.1289444,28.58155612,2018-12-14,"{""type"":""Point"",""coordinates"":[28.581556120000002,45.1289444]}"
12,-0.022281659578283625,0.10369531026151445,0.12985586596197551,6.112421902232907E-5,45.25614939,28.17747838,2018-12-14,"{""type"":""Point"",""coordinates"":[28.177478379999997,45.256149390000004]}"
13,-0.021500811378051224,0.06186954448972129,0.04294717862081212,6.794830580989922E-5,46.02675928,26.17970137,2018-12-14,"{""type"":""Point"",""coordinates"":[26.179701370000004,46.02675927999999]}"
14,0.037399742398160456,8.878689175763994E-5,0.21920645746147688,8.205869028239299E-5,45.53489947,22.55744594,2018-12-14,"{""type"":""Point"",""coordinates"":[22.557445939999997,45.53489946999999]}"
15,-0.04151031155815651,0.1277578479175874,0.06810413910760556,5.476243223670908E-5,46.24475882,22.09304155,2018-12-13,"{""type"":""Point"",""coordinates"":[22.093041549999995,46.24475882]}"
16,0.003684947758117093,0.05494441268981912,0.11631634403444215,6.28933029301249E-5,46.14750266,26.11042602,2018-12-13,"{""type"":""Point"",""coordinates"":[26.110426019999995,46.14750266]}"
17,-0.039968754075705375,0.09008545618081558,0.045122588241591745,4.96801834007319E-5,45.85323768,25.99479461,2018-12-13,"{""type"":""Point"",""coordinates"":[25.994794610000003,45.85323767999999]}"
