system:index,BSI,NDMI,NDVI,SOCI,lat,long,sample_date,.geo
0,-0.06664111790152899,0.14011162474160677,0.17023449834222834,6.905935364565093E-5,45.93337585,22.72922449,2018-12-20,"{""type"":""Point"",""coordinates"":[22.72922449,45.93337585]}"
1,-0.01234161544953463,0.12639077686257524,0.07844814156528417,5.999324054463342E-5,44.77273911,28.19885488,2018-12-19,"{""type"":""Point"",""coordinates"":[28.198854880000003,44.77273911]}"
2,0.08450705502671971,-0.06659981454380619,0.11098494259801,7.241905114706563E-5,44.78567174,28.33373863,2018-12-19,"{""type"":""Point"",""coordinates"":[28.333738630000003,44.785671740000005]}"
3,-0.09512853036607259,0.2279272335560749,0.05415491801574628,5.544135786092988E-5,45.86112369,23.31415124,2018-12-19,"{""type"":""Point"",""coordinates"":[23.314151240000005,45.86112368999999]}"
4,-0.01864709030962877,0.16584012361503772,0.09383790671347722,5.6280650854967404E-5,44.7204723,28.18146242,2018-12-19,"{""type"":""Point"",""coordinates"":[28.181462420000003,44.720472300000004]}"
5,0.006419146937767778,0.06526970966256307,0.03505649659963487,6.7597176064172E-5,45.37783065,27.90215325,2018-12-18,"{""type"":""Point"",""coordinates"":[27.902153249999998,45.37783065]}"
6,-0.07999311935414642,0.10011008487051588,0.1931939858473427,9.616960485616359E-5,45.59291307,22.83116171,2018-12-17,"{""type"":""Point"",""coordinates"":[22.83116171,45.59291307]}"
7,-0.036961155499454286,0.11116581814516058,0.09640994642818101,7.131640787355087E-5,45.88955448,23.66215374,2018-12-17,"{""type"":""Point"",""coordinates"":[23.66215374,45.88955448000001]}"
8,-0.027472525515820658,0.14248134730245535,0.10936537423161231,6.780439155208573E-5,45.9607984,23.3914774,2018-12-15,"{""type"":""Point"",""coordinates"":[23.3914774,45.9607984]}"
9,-0.22521494487358257,0.5936757899998985,-0.022855489033846012,2.8777821426755912E-5,45.93910612,26.15296623,2018-12-14,"{""type"":""Point"",""coordinates"":[26.15296623,45.93910612]}"
10,-0.15680312213147551,0.4290438342209347,0.0036489387625866336,3.127218851747245E-5,45.96637006,26.2142416,2018-12-14,"{""type"":""Point"",""coordinates"":[26.2142416,45.96637006]}"
11,0.03266933083287444,-0.018729458653077066,0.1714965630799612,9.712195348674298E-5,45.1289444,28.58155612,2018-12-14,"{""type"":""Point"",""coordinates"":[28.581556120000002,45.1289444]}"
12,-0.06389536075790722,0.1892781561480628,0.024545324455532758,4.7378542150707086E-5,45.25614939,28.17747838,2018-12-14,"{""type"":""Point"",""coordinates"":[28.177478379999997,45.256149390000004]}"
13,-0.13226488916351734,0.41145175945969814,0.04945684094558908,4.9633362637116764E-5,46.02675928,26.17970137,2018-12-14,"{""type"":""Point"",""coordinates"":[26.179701370000004,46.02675928000001]}"
14,-0.09362201812288687,0.24962834193300243,0.07633629612992163,5.070960936538516E-5,45.53489947,22.55744594,2018-12-14,"{""type"":""Point"",""coordinates"":[22.557445939999997,45.53489946999999]}"
15,0.00393648317195378,0.04124622564151118,0.1456390146738959,7.928222151750093E-5,46.24475882,22.09304155,2018-12-13,"{""type"":""Point"",""coordinates"":[22.093041549999995,46.24475882]}"
16,0.006040797885278998,0.0809078427193109,0.12688720818680765,5.452184530364263E-5,46.14750266,26.11042602,2018-12-13,"{""type"":""Point"",""coordinates"":[26.110426019999995,46.14750266]}"
17,-0.11191477867649169,0.3817198267008396,0.06510677895052952,4.732832708246372E-5,45.85323768,25.99479461,2018-12-13,"{""type"":""Point"",""coordinates"":[25.994794610000003,45.85323768]}"
18,-0.1800868612277758,0.4970851076858027,0.03721734047932485,4.0480748164274984E-5,45.84338366,25.93902395,2018-12-13,"{""type"":""Point"",""coordinates"":[25.93902395,45.84338366]}"
19,-0.03772925131669328,0.14952634027287298,0.10341980146354737,6.639823688568386E-5,44.04069183,24.09886923,2018-12-13,"{""type"":""Point"",""coordinates"":[24.098869230000005,44.04069183]}"
20,0.032065175754616204,-0.0014325087031906163,0.12351652150434364,7.052897838288041E-5,46.45157305,22.03475539,2018-12-13,"{""type"":""Point"",""coordinates"":[22.03475539,46.45157305000001]}"
21,-0.006568488547288638,0.0739823886375692,0.15550473921157265,7.134892689305322E-5,46.33027318,21.98085092,2018-12-13,"{""type"":""Point"",""coordinates"":[21.980850919999995,46.33027318]}"
22,-0.004133883098614895,0.046689650279500464,0.1381436370610158,8.341611156543151E-5,46.42478295,21.94950341,2018-12-13,"{""type"":""Point"",""coordinates"":[21.949503410000002,46.42478295]}"
23,-0.20040238198486607,0.5583009125889914,0.00506954282374924,3.0272799234419546E-5,46.09687125,26.2011706,2018-12-13,"{""type"":""Point"",""coordinates"":[26.201170600000005,46.09687125]}"
24,-0.04647914591873037,0.17578853162676486,0.1385077397346392,9.553490687819977E-5,45.77472721,25.78670384,2018-12-13,"{""type"":""Point"",""coordinates"":[25.78670384,45.774727209999995]}"
25,-0.09332531480703662,0.2886722884413868,0.03975913295569591,6.28974970630476E-5,46.05595937,26.1090529,2018-12-13,"{""type"":""Point"",""coordinates"":[26.1090529,46.05595937]}"
26,-0.1649572814486534,0.35151441379288656,0.235536132454339,7.861795292715108E-5,45.39277763,21.4117129,2018-12-12,"{""type"":""Point"",""coordinates"":[21.411712899999998,45.39277763]}"
