lat,long,silt%,clay%,sand%
37.9010415,-3.361162634,43.840065,41.756523,14.403412
37.9016936,12.94679757,36.158924,32.02499,31.816086
37.9022811,21.39099948,33.117462,16.612003,50.270535
37.90264485,21.68832661,52.470222,26.359648,21.170128
37.90628533,-8.173618568,45.541588,22.600622,31.857788
37.90656522,-3.706950383,30.5999,52.683308,16.71679
37.91129633,-7.662488824,32.20427,24.690182,43.105553
37.91611816,23.89288587,21.80355,25.503637,52.69281
37.92062611,14.34943102,27.826126,29.885536,42.288338
37.92121538,12.90243882,28.728813,36.097527,35.17366
37.92590463,-3.572926088,55.367313,32.155125,12.477562
37.9292071,-3.803558016,32.432785,43.074215,24.492996
37.92979423,-7.760527221,35.470345,44.35177,20.177887
37.93074496,-4.287283533,36.23683,30.44707,33.3161
37.93306867,-7.644974287,37.77878,35.3409,26.880318
37.93361456,-8.601248224,36.68761,14.63277,48.67962
37.93445485,-5.765551475,41.91252,14.923048,43.16443
37.93550377,-3.505889378,42.378204,44.175453,13.446342
37.94265686,13.35553459,41.93337,43.18838,14.87825
37.9440587,-6.880513824,40.954834,17.28597,41.759193
37.94503788,-2.222412738,31.722122,26.159943,42.117935
37.94822938,-3.416481781,43.388977,48.620544,7.9904785
37.95080729,-2.177620575,38.510963,26.404547,35.084488
37.95350994,-4.499565991,44.758,23.171642,32.07036
37.9542453,-4.131008035,47.25334,35.83052,16.916138
37.95506483,-8.303628792,18.96006,10.062004,70.977936
37.9570301,-2.958713478,46.37948,36.481026,17.139496
37.96035048,-4.454926757,39.30966,21.732054,38.958282
37.96091271,-4.086340837,34.743355,27.100979,38.155666
37.96295423,-4.317172691,32.377953,29.682487,37.93956
