lat,long,clay%
46.30016876,23.8738921,24.824966
45.8382051,21.66229523,30.982647
44.17469793,23.64882599,29.711351
44.68650934,23.64605903,20.871073
45.73609965,21.43208432,33.679276
45.74160473,21.38122512,29.488436
45.75663291,21.41041208,29.146955
46.92106597,22.54289356,22.570549
44.94037128,24.07015098,24.473856
44.39341495,24.05983497,26.748238
45.76713948,21.64692314,36.58961
45.75868074,21.72321054,31.939943
46.82874782,23.16015774,16.921518
45.68196036,21.75857687,35.88293
43.90739573,23.17968878,27.150848
46.71176398,22.3067804,27.172386
44.42356285,23.83729409,23.914885
47.61326242,26.24681542,22.489788
43.98577173,23.83144161,37.801373
47.93049458,25.96481868,20.866781
47.80575887,26.30914493,20.43181
47.65110882,22.9930331,19.494377
43.99776816,24.01200725,19.932928
44.03649224,23.99621067,12.903604
47.56583579,22.94423127,29.608713
47.55181721,23.21103841,29.707659
46.36468477,25.13825966,19.957783
47.27522176,22.62910085,26.502068
44.09598797,23.55359516,24.227507
46.34768736,25.00047776,27.650448
44.44668245,23.66406166,22.609016
46.51558545,25.23524809,16.588543
46.38518323,25.2505978,18.800316
46.70678237,25.55912458,20.773554
47.43513747,22.50689746,26.871504
46.61022192,22.70713211,20.83273
47.19347103,24.30244205,23.726217
46.67333456,22.32428378,28.498981
47.24951592,22.22032491,21.675957
47.1788665,24.13678893,19.644285
47.33490763,21.94525055,39.52252
47.22243915,26.99134808,14.047162
47.31681801,26.50550019,16.781923
47.25102395,26.81041278,22.623045
47.24400387,26.97133204,15.552809
47.26830277,27.27911277,15.084615
47.15111633,27.32096571,16.670275
46.33955074,27.77418588,15.944416
46.58594322,27.40069979,18.475643
47.16384744,22.17327352,24.36912
46.55288289,27.82030303,14.878423
46.53975564,27.78886039,14.212578
46.46868154,27.44203003,21.951595
46.3085852,27.62963337,19.971123
47.15465635,21.93030074,25.256006
46.67478677,27.86233969,19.407297
46.40513756,27.93090733,18.366228
46.34409792,27.8562335,18.515768
46.4703168,27.87267547,17.195074
46.52267149,27.99845737,17.15035
46.30943435,27.95167227,11.685708
46.62705283,28.14280716,15.725589
46.55310111,28.14386079,20.310175
46.58789057,28.15606093,20.578302
45.60437038,27.978112,14.541121
46.15720354,28.08681558,12.437043
45.89604509,27.99729273,17.717304
47.01849022,27.9006918,26.407549
46.01359452,28.06413245,20.576345
47.03075678,22.38237467,26.872332
47.08407995,22.2347001,35.828175
47.03642952,22.49061937,24.953184
45.64302329,27.75276545,14.014008
45.48670892,27.91213643,16.283997
47.36547895,23.2437689,24.847017
45.95647253,27.75145613,16.562428
45.92620465,27.82114348,20.10541
47.18974848,22.58134167,29.545969
45.95676321,27.85810048,16.612839
45.53874638,27.82382644,22.511017
45.61241202,27.7161174,15.919218
44.6982426,26.79624466,19.628271
45.50843956,27.89298811,16.652504
45.99133326,27.76318817,19.148825
47.10182965,26.70709968,21.019276
45.52170683,28.02961716,16.139393
45.4825585,28.14857603,38.295143
47.1620732,22.81584214,29.886728
47.22685469,26.61218186,21.816568
47.27230119,26.43670719,17.984085
47.18705849,26.27364063,23.028513
46.99549705,26.56426789,19.418875
44.87864702,27.37252139,18.891369
46.91998228,26.45895582,22.972569
47.04796909,26.58121963,18.13001
46.99646418,27.0247162,16.63054
47.32020787,23.01672166,30.496239
44.65077344,28.15833854,8.281197
45.19460861,27.78881208,23.876871
44.2019949,28.19210241,17.146925
46.96108847,27.58204333,14.150092
47.0633538,22.09621877,24.916391
46.96636574,27.99112197,20.301361
46.78367731,27.98132515,19.520863
47.05999164,23.05823768,26.07221
47.20581103,22.90724329,26.592491
44.37072278,28.68857011,25.817837
43.97487518,28.53004099,29.123034
44.32812456,28.41487593,23.03433
47.36066636,22.67703738,25.357698
46.77905095,27.79026366,12.072103
47.11162549,23.23217084,20.841331
46.95387063,23.03151124,25.848745
46.95608457,21.7515021,32.441017
47.3883142,22.28026291,24.487684
47.03623725,21.8496824,24.754168
45.19375954,26.68779572,22.69278
46.83184216,21.72352369,43.53575
47.46809981,22.21860652,24.81462
47.53600908,22.2618201,18.150255
46.88713631,27.5838016,15.617905
46.40924991,23.45219069,19.656252
46.74220648,21.54433924,26.789948
45.67186175,25.49345133,24.888288
44.8009918,26.38634633,14.05426
44.77163079,26.45538088,25.418404
50.33998334,20.22158103,31.669859
46.47845536,24.31941239,24.349972
46.38642641,24.18824189,23.787968
45.07116516,26.65015687,15.647259
44.8810234,26.22846935,17.605268
44.97060796,26.35913327,18.928215
45.0407433,26.38018132,23.860088
44.92939888,26.50283987,22.254677
44.97403036,26.568409,20.336044
46.46821527,24.52929393,26.806417
50.28414098,20.23782082,15.726768
46.70062067,24.43377776,20.457727
46.17900371,22.65641344,25.566006
46.02640411,23.59200205,33.554184
46.16988393,23.89256242,26.803522
46.03454317,26.12904738,21.08103
46.14792415,23.78129877,27.493448
46.17105497,23.60265547,33.059677
45.69696169,23.16908116,29.597317
45.8031421,23.19510386,31.231304
47.10770863,23.98284706,18.405457
47.12689506,23.69244454,20.966576
45.87559675,23.3439552,31.981005
45.56278106,22.92811273,26.904696
45.19670048,26.08770589,25.846853
45.00526426,25.90122364,20.322979
46.57305676,24.15892498,22.980276
43.12439426,25.00147679,34.640594
38.60948889,23.66613709,30.46163
40.58064609,22.20244075,26.14346
47.7353012,1.088146404,26.240057
47.77747061,1.161454264,25.109537
47.78812795,1.29406868,24.593323
52.57872375,-0.530759891,29.158869
47.80809653,1.317556631,23.281435
52.45389537,-0.709242813,42.04076
47.74901181,0.816894372,17.26077
44.7016632,26.20143683,12.430046
55.25228586,-2.793970443,16.289455
47.75263699,24.07909709,24.671495
54.79754664,-2.427856394,19.459389
47.71443145,24.23170383,26.494379
52.36249052,0.114994749,27.114538
52.29378715,0.160024506,33.626472
53.16722815,-1.432914582,46.63095
47.73244369,1.276702696,31.502634
47.79580114,0.727701918,24.255789
47.69325944,0.800052699,22.258549
47.79746698,1.184886882,25.000055
47.73961836,1.141137888,23.389645
47.8280581,23.33761712,31.431232
38.25126439,23.08479889,33.969078
56.31712948,12.89127452,26.62237
44.2925432,25.0311532,28.532572
38.52010744,22.85980465,51.951363
40.11410134,21.37919864,19.229275
46.94964893,24.07410008,23.297712
47.9710347,23.2118736,29.161644
56.52812661,13.10214661,8.730995
39.00229833,23.35089001,19.440592
56.60374575,12.94541443,23.330599
45.23356533,26.43842328,18.914625
46.9951091,24.00600894,23.698503
56.52575991,13.1994736,9.7835455
46.95644361,24.022343,20.334406
58.75283723,14.05465486,43.78052
46.78341594,23.94896118,14.548374
46.54391151,23.96489462,24.037226
38.97396454,23.1584526,22.318346
46.63888447,23.93699038,18.963278
58.66999807,13.80393381,44.19913
59.12183505,13.01548413,27.22098
46.6538445,24.1008557,19.566084
46.79883909,24.24708119,18.58605
46.71755441,24.17146124,17.586658
58.37881167,13.909812,28.4451
47.95976085,-0.275611224,16.854212
52.24536807,-2.113960135,32.108868
45.31325879,26.51504673,23.56655
52.71476725,-0.833438546,28.66397
48.06610001,-0.107446351,19.478306
52.80165864,-0.674965265,24.737276
58.33787463,14.07611723,34.571503
48.02557077,-0.153515958,22.908842
54.18372807,-7.581887812,17.064695
53.05830234,-0.01424278,30.79559
44.82848114,25.61689058,13.1297655
58.67148161,14.35566581,5.515952
58.64096509,14.1796797,25.714472
59.1253648,14.79646112,25.563272
51.27459389,-1.650052214,24.255846
52.25711422,-1.819656222,34.542362
52.76352724,-0.695578959,28.325888
52.63665368,-0.694313141,30.273104
48.10661024,-0.061307372,24.0462
48.11209983,-0.19809357,20.298319
58.14923993,13.03607955,14.364493
57.98979859,12.92140897,8.998027
57.50169562,18.4356611,30.531128
55.09795444,-6.983547173,15.456383
40.57264199,21.20012261,12.508779
59.56086428,14.14963596,6.1526027
55.02892528,-7.08311912,13.753194
54.96267916,-2.415460322,21.274881
49.06993495,3.353896534,22.423815
48.18757351,0.03117944,29.768082
58.24058481,12.97568627,10.023959
52.76146633,-0.515100198,46.465748
37.64667545,23.08237881,24.256433
57.28229707,18.18559202,31.139389
52.68003271,-0.615150121,35.96547
44.34669845,26.12360871,21.562283
44.25707528,26.22606338,30.094442
58.08657825,12.59036415,19.24909
47.9693109,23.07509803,16.693377
58.08525659,12.65802564,11.237109
56.37622523,-5.188102205,13.598727
42.20533692,25.731913,33.505318
43.56534626,25.1169654,34.43875
43.53253297,25.33571383,30.058619
58.08036261,12.89480327,20.520958
53.17748012,-3.108459156,22.150995
51.11625443,-4.198340473,12.026769
44.21417694,26.26491875,11.366535
48.00706871,0.039743983,18.506193
47.96659922,-0.006392204,19.222107
48.0151398,-0.070164503,21.357162
57.96078852,12.5814378,16.62963
43.66795364,25.04291194,36.5347
49.22404879,2.643124043,18.934769
57.05788455,18.30251792,16.368135
37.614915,22.77928334,34.64467
47.80389138,23.0866081,26.375734
57.13131558,18.28554618,22.367113
46.04881667,2.461807178,17.662615
37.70743585,22.63661679,22.343647
37.713397,22.59200333,15.043841
45.96649206,2.576986739,15.622915
49.06618138,2.996936665,23.76369
37.62094198,22.73473792,16.060457
41.21715198,14.83666727,43.81559
49.22044319,2.588452105,19.171923
58.32085225,12.57308487,36.433846
45.87660307,2.330526084,17.999298
57.56877594,18.51832647,11.246792
57.45215369,-2.095779598,14.92452
38.05676865,24.54498136,36.50704
45.69379894,2.304721933,19.30199
51.44915106,-1.89948345,28.567295
45.39852265,-0.302801832,44.027298
45.71008907,2.792553156,22.844961
45.77298125,2.655113303,16.299511
45.35288767,-0.39727547,28.17674
48.89488608,1.566924146,16.881784
45.58635666,-0.959792135,33.28705
51.43400146,-1.691096267,23.465908
51.71443727,-1.793563968,27.758883
51.48455221,-1.908819448,32.873627
45.63248832,-0.865390807,28.589659
48.8255154,1.606205358,22.207853
53.26424883,-1.367731192,37.817814
48.93151319,3.454791464,23.703815
45.71909875,2.404376638,21.908442
45.44701399,-0.363569057,31.223436
45.36568281,-0.451258877,32.37971
45.54869678,-0.796869204,27.620125
53.21826601,-0.051671515,20.05536
52.75118064,-0.003219756,34.10383
38.04852093,24.35850544,33.89138
47.87690562,22.77915285,19.250626
46.67364479,2.346713426,17.088902
45.80593313,-0.406319829,40.265343
45.48515963,-0.344988593,45.035255
45.55395049,-0.38392257,41.892338
46.11872087,2.685923903,19.219463
45.66095902,-0.585834154,36.034172
46.1240938,2.503244494,23.323366
45.69399576,-0.436669948,23.516016
53.21196317,0.312908503,31.46836
45.55916386,-0.514261574,32.613075
45.86962318,-0.496664251,51.838215
45.69634156,-0.774379526,28.680553
51.35115641,-1.611450336,29.272688
49.00632989,3.499755749,16.623713
45.45730806,-0.442978158,25.158678
48.99000351,3.529351735,30.285442
45.54892739,-0.434687475,41.17301
47.79114431,23.1919828,25.977425
46.02864252,26.28636133,19.61907
54.80377052,-7.243592788,13.302778
46.13653347,2.423496551,19.60339
51.83518857,23.21281644,3.3174071
51.92022553,22.941926,3.5458617
52.53200135,-0.847782406,25.710075
46.03615486,2.800912784,16.41688
46.59082362,2.201285013,35.155575
46.61994482,2.354481867,12.719313
43.67485498,23.00017897,28.596567
43.59237295,22.93121975,30.10405
40.09546891,21.99072003,24.762697
46.57778679,0.074527852,16.629278
40.12468033,21.90153486,12.476209
53.2403175,0.215676826,36.24981
38.47263103,22.80435807,22.571053
46.46252929,0.201221769,17.336191
45.99153882,2.677251294,16.837524
46.41733851,0.104567056,22.500599
46.41139651,0.236906759,36.663597
48.96050779,3.039405305,13.242504
54.7859896,-7.107364119,9.814417
47.76356065,5.317096535,23.31261
49.01627617,1.738855784,15.534591
46.79520407,2.276383662,43.841812
38.43402981,23.35211938,32.428413
51.2851838,0.668315986,26.55815
52.79236972,21.36374027,8.412282
48.95865972,1.693528226,18.716576
52.84674879,21.73953986,5.3263106
46.86953049,24.8024413,19.444464
46.40807947,24.83156004,25.748589
46.73587689,2.206155875,15.571147
54.76013496,-7.160489135,19.210424
51.92335549,23.23907611,3.9315958
52.48409679,-0.776263141,32.682705
51.95071459,23.1582966,7.4973497
46.71609099,2.18278006,29.589582
45.89662209,2.612459809,16.30788
46.6084444,24.96852215,25.027096
51.92905038,23.50764579,3.778047
38.36901321,23.29283468,36.900692
52.86522345,0.060504352,26.335878
51.98853231,23.46640623,2.8955667
53.37616019,21.33673257,5.182862
52.91711064,21.57762698,6.9322047
52.94679773,21.64601133,8.647464
53.07072832,21.67967975,8.756944
47.69353602,1.471188769,38.615665
37.91611816,23.89288587,25.503637
52.16881027,23.16386777,4.6125364
58.23997826,13.72451265,15.81985
47.85589543,5.817198957,24.518892
53.47591523,21.24126495,6.5033836
53.40090819,21.64844945,5.3423567
53.40779407,21.19270483,4.695866
53.37123394,21.57930318,3.9228458
52.49917178,23.1435614,4.468856
43.39452982,26.10673615,21.243677
47.66261818,23.34831442,38.56441
46.56176691,23.54439469,26.587309
52.28269835,22.95914981,4.558199
52.12388049,22.91242285,4.253114
47.69529506,0.611593349,19.972637
53.45629366,21.44981811,9.422652
52.19764568,22.90428181,6.3697495
43.94336697,22.45506229,24.169455
36.91008184,22.15223697,24.003384
58.27494751,13.76220547,11.60228
42.15976726,25.07765531,20.849783
43.86601289,22.63992345,34.519608
52.49269522,22.87160823,4.5171576
47.09824984,2.734677745,39.47801
46.87996324,23.03966663,23.505327
47.71594172,5.054412629,31.408659
43.06633491,27.62796942,28.79003
52.36914923,22.83522552,5.060578
47.1113425,23.52722828,12.467192
47.11438913,2.70595241,30.6349
47.31995558,23.60918988,30.7999
52.46371303,22.8031206,5.793123
47.06419562,2.765865705,41.20501
47.35670411,22.86444107,35.690655
47.90786444,1.435258391,31.498755
39.26963882,22.1650124,21.592531
44.05443845,22.8845016,30.489344
59.60711983,13.05801741,5.40103
48.62331967,1.804280865,22.378422
39.29038408,22.14550877,18.567333
47.0532544,2.873150019,30.651731
42.89558697,27.55068195,29.590984
42.32547737,25.19404463,34.75429
53.60546065,20.81648259,11.241036
54.68260613,-7.704693207,22.353598
40.91951587,22.55688975,23.602657
47.26293499,22.73351019,22.749624
47.14019858,22.99807514,25.883251
60.51201842,15.3602737,6.350585
42.69949081,24.2708856,26.307915
52.05554252,-1.469887438,39.714203
47.75872849,1.379698691,28.422737
47.97178241,1.55934912,30.691105
34.89928866,32.5092367,25.525896
48.03059615,5.23880848,32.00842
55.12885632,-2.020913798,13.901617
47.87629346,1.494429555,29.7653
59.38908054,13.14420506,18.734835
52.60450843,-1.045299562,28.508398
51.09239395,3.380869524,7.05006
42.58285651,25.31021857,27.675093
54.56117573,-7.651039705,18.473467
46.92441087,22.03725729,26.595976
34.82508707,33.53234936,32.916977
46.72645756,3.416397132,12.931546
53.9266399,-9.146994982,20.975847
49.32867905,19.56260529,19.57951
49.52559995,3.430279321,19.863983
46.20999528,2.43915496,19.134085
46.98220306,3.463467903,29.769325
47.14352661,3.443267805,29.694017
51.19171206,-1.57079216,22.272177
52.86539068,-0.570427464,31.35456
48.34296028,4.965994691,40.80949
48.9012209,1.89547359,15.343694
48.05078958,3.218811965,15.721438
46.67434259,3.160535626,13.710741
53.81735483,-0.256376818,22.72339
53.668636,15.9832657,8.150955
46.78020324,3.120516143,12.591158
47.87792932,3.0538451,27.241611
53.61285187,-1.523040677,22.189333
46.33458395,2.16045019,12.954631
48.02956841,3.16778275,21.488161
52.99002925,20.3899939,6.08263
49.75345084,3.31555156,19.303274
54.49177331,-7.620551748,19.804302
49.86410456,3.356019163,24.431585
52.95961832,-0.322434067,35.75299
49.22692423,19.26549867,37.232365
39.37618468,22.0445075,22.193243
47.99375129,3.172601195,17.697153
46.80638499,3.24861974,16.054176
52.94679132,-0.469906401,32.25752
48.84762534,1.904271157,31.16881
48.35719588,4.883423792,36.53437
52.23621251,-1.101227387,29.767288
53.2944935,20.43373805,5.363068
47.84042431,3.032112529,14.21485
48.37885193,4.962402513,38.57845
35.00040142,33.86505833,28.428274
53.8579473,-0.204832304,29.180498
49.90791255,3.182092494,23.57037
47.88665118,5.680793273,40.451054
51.1349167,-1.411463806,22.12087
46.91032126,2.628843721,24.75007
39.22753935,22.06372956,17.76658
46.32609111,2.292226208,16.789951
47.82743327,5.552043419,34.094784
46.39394741,2.230138056,21.492243
49.80385849,3.252709305,24.294682
38.01123536,23.36001859,25.67465
47.98829725,3.684473556,26.41705
58.24456284,13.55472579,12.659637
47.96417995,3.579940912,29.523005
53.56887845,16.84855137,4.47879
37.88514549,21.2281783,25.260004
59.06782724,24.75532053,13.471011
47.97190832,3.713392288,29.164913
48.16317517,3.284745827,25.234077
38.6584227,21.33521416,13.254499
49.0660895,19.45597786,28.64279
61.12655212,24.564845,19.164595
43.64831336,28.08991137,28.795233
47.74443574,0.979034749,27.126137
45.20391539,27.1884277,15.439489
57.65643371,15.04022897,3.7353077
47.82986371,4.079307457,32.553825
47.88221408,4.046410604,36.245647
47.77026196,3.979137864,34.11464
60.51925154,24.03206549,16.366802
52.01704652,22.55502642,5.7327504
51.90796136,22.55375413,4.348398
52.02852524,22.6175848,19.694199
50.41034353,22.43361132,5.707795
53.77238542,16.42438931,10.774459
53.73660501,16.41894739,5.228127
51.24486392,9.813828196,26.334244
51.26291854,9.871061336,12.659488
47.67490456,5.351854237,35.30561
47.63898649,5.355098913,28.72029
47.85334546,5.308876674,31.253967
45.10361516,26.79068032,21.280676
45.10493435,26.89560046,23.188345
45.13179823,26.95626254,21.739223
51.83009729,22.76800227,13.404247
47.9553125,5.594528974,30.667564
50.78254752,22.18784439,11.65956
52.46900099,-0.742741062,32.260586
49.15304553,18.36706872,29.428879
49.46667428,3.050166913,18.453981
46.86647805,23.73060689,17.526518
47.9077713,3.85553962,27.758982
47.87489229,3.913151611,37.039722
46.81351336,23.71662267,16.208263
46.79649011,0.086083412,28.473215
37.85119076,21.3595833,17.012106
37.70506672,21.35800172,24.314337
52.20968362,22.28258257,12.610224
52.36877839,22.32717093,10.041197
52.33891894,22.43814038,10.66391
61.11323496,25.3942014,30.957361
52.4979399,22.48348085,3.820742
49.65571359,3.189959353,23.240467
49.16835768,19.5311537,20.775558
49.56456581,3.17501899,12.199753
49.03961561,19.34044635,28.807997
46.77038787,0.196718596,28.944073
48.30583919,4.942682515,37.658398
46.7227913,0.073580839,29.239376
47.08150924,2.234070878,52.997334
39.50729112,20.78081754,23.681671
41.92690679,-1.473318595,41.77003
38.89030395,20.91131183,22.53856
45.11541831,27.60549926,20.693262
53.75290026,16.45187902,8.829539
57.95866632,15.14961361,5.940166
45.29924324,27.82336553,22.427296
52.95079821,17.52857773,5.636777
51.88810192,22.90298021,6.045377
49.51087597,3.182583878,18.22877
47.64468651,3.673370004,22.84856
51.91523143,22.82206788,4.17366
61.48137231,24.69131679,23.543911
48.19073441,3.145992528,18.996788
60.77723393,24.74441423,40.99364
60.862142,25.16023587,16.880957
54.22709486,-7.664188753,19.649883
51.67627825,22.84182147,7.2961946
52.32780935,22.19635216,7.2041883
52.30051659,22.45707325,8.213426
52.32662259,22.55402468,6.2380433
45.82455569,2.880711098,12.394977
53.94087817,16.97041836,5.129089
52.93760037,17.73584061,5.7469816
52.96115771,17.6501818,7.191195
56.05908849,9.149820293,3.5657208
52.54069762,15.82897002,6.2203727
52.80501796,-1.036310015,26.670122
48.47820758,5.169306205,31.275154
41.91296036,-1.276022644,32.56008
41.91726307,-1.398479047,29.53475
52.88120584,17.48661447,4.9528465
44.54982999,27.78734267,22.447004
44.40066022,27.58407516,18.635178
41.98588818,-1.435803584,27.139761
41.9653176,-1.456261622,27.991407
54.17418121,-7.134259641,28.927816
54.20895417,-7.148915024,18.215183
54.23900621,-7.066511745,25.743973
49.23234708,3.055936964,16.959553
40.2652064,21.33521555,15.267578
55.38720532,26.19770636,10.63762
55.5428128,26.13191064,11.502112
46.84963799,0.472911607,22.821949
48.20021405,3.009564451,22.523687
46.81396252,0.479391415,28.313307
46.86516326,0.443631036,31.15095
48.26083108,3.406989683,30.425915
48.20696833,3.116758055,17.604715
48.36344436,3.312214273,24.046385
48.20225374,3.333588769,24.714771
48.61837318,9.525462229,38.46292
48.2722674,3.297268602,17.104311
46.88446275,0.25479964,31.67734
45.72551386,3.022619162,23.252724
51.98248485,-1.096801544,28.059912
51.78828638,22.13692723,7.3129983
48.0095148,1.120999581,24.021986
46.90342791,0.065819054,26.040064
50.93194775,21.07263453,14.142779
47.92456856,1.189799689,18.245163
38.8156912,21.08420769,36.625713
47.02817374,0.04204314,27.195883
47.94881762,1.266520853,28.388344
46.93181757,-0.01912209,25.207178
52.28200443,22.63072243,6.7639737
38.26090825,23.40985276,35.328472
45.43186109,2.957415263,19.759882
45.5232129,2.97136113,16.893158
47.78028096,3.522680759,31.465876
51.14565749,3.689017398,17.007269
52.12988906,22.34945558,4.4942207
38.79514565,21.10391362,33.21614
42.98352768,27.14880176,25.173706
51.8767215,22.16102656,9.151364
38.3340998,23.54017853,23.38044
52.23829405,22.52878609,10.24922
45.42844792,2.906554343,23.909214
47.7217734,3.449799049,21.61508
47.89934307,3.400141915,36.122643
45.7142775,3.127172854,33.787037
43.00121544,26.82662414,22.147383
64.43316038,19.9220367,5.256227
48.67275769,9.633530647,47.741177
55.9887789,9.439575629,5.511684
47.91564927,3.371163788,30.05548
60.34413592,15.949529,25.122274
48.46606146,5.305969753,35.164246
54.33911696,-7.140481015,9.630907
52.36576553,16.74952206,4.510462
53.67002313,-0.067443717,34.656834
49.22779759,3.277291257,20.449497
53.70306814,-0.105973875,27.121159
49.26687265,3.327123281,21.093838
51.24836094,3.588583974,16.205425
48.88822082,13.50488,22.359924
48.32556343,8.854202967,16.024414
45.6621367,3.159498445,37.401993
52.90867972,-1.092954925,30.637941
39.76825845,20.73053069,31.101843
47.09124517,0.136333027,12.412491
52.13029624,22.17141589,4.219762
43.23073401,26.43916727,28.95229
45.34050242,2.943503738,23.186064
43.20530304,26.48235516,25.915417
38.06890207,23.21033968,27.545652
42.43297391,-1.349622767,32.512302
42.42753362,-1.397665625,29.103111
48.37857331,5.368235427,28.212927
64.67640588,25.57422406,4.9391937
62.03064032,21.41807508,9.580312
47.87991286,5.092132514,27.082977
52.42639826,22.64252744,6.341377
47.62820018,1.106790125,22.467602
48.8456326,13.12006609,17.272825
52.53235216,22.67329042,7.302138
49.18699623,3.503348475,37.100685
49.159455,3.341760387,27.173702
52.30119952,15.56207508,6.777749
54.9516594,-7.630971542,22.105923
54.36855426,-6.930437735,17.402697
38.07420612,23.30346201,31.088234
48.43015856,5.30932608,42.1232
51.46754086,13.90199217,14.676914
55.5371501,13.81713989,12.4954605
55.51335316,14.00503424,8.833109
47.7915883,11.98773629,30.416355
56.38439246,22.77625055,17.861534
56.51427458,22.75380354,13.024683
