lat,long,sand%
45.54892739,-0.434687475,21.5215
47.79114431,23.1919828,18.635635
46.02864252,26.28636133,38.48603
54.80377052,-7.243592788,46.66713
46.13653347,2.423496551,51.741074
51.83518857,23.21281644,74.90156
51.92022553,22.941926,74.29946
52.53200135,-0.847782406,26.85968
46.03615486,2.800912784,60.52263
46.59082362,2.201285013,14.570328
46.61994482,2.354481867,58.614166
43.67485498,23.00017897,25.89386
43.59237295,22.93121975,15.058197
40.09546891,21.99072003,40.676132
46.57778679,0.074527852,19.648598
40.12468033,21.90153486,57.446777
53.2403175,0.215676826,19.470734
38.47263103,22.80435807,43.01061
46.46252929,0.201221769,34.378754
45.99153882,2.677251294,61.487778
46.41733851,0.104567056,21.188843
46.41139651,0.236906759,23.058578
48.96050779,3.039405305,63.378056
54.7859896,-7.107364119,58.09124
47.76356065,5.317096535,26.33754
49.01627617,1.738855784,43.81404
46.79520407,2.276383662,15.2109375
38.43402981,23.35211938,28.387169
51.2851838,0.668315986,21.135384
52.79236972,21.36374027,78.85814
48.95865972,1.693528226,7.7923737
52.84674879,21.73953986,67.94449
46.86953049,24.8024413,34.81871
46.40807947,24.83156004,24.88977
46.73587689,2.206155875,35.96163
54.76013496,-7.160489135,43.01072
51.92335549,23.23907611,81.53802
52.48409679,-0.776263141,35.7713
51.95071459,23.1582966,59.36593
46.71609099,2.18278006,26.37362
45.89662209,2.612459809,60.905678
46.6084444,24.96852215,24.356209
51.92905038,23.50764579,74.776
38.36901321,23.29283468,10.56678
52.86522345,0.060504352,42.757263
51.98853231,23.46640623,85.67663
53.37616019,21.33673257,85.83284
52.91711064,21.57762698,51.37293
52.94679773,21.64601133,75.94055
53.07072832,21.67967975,76.66081
47.69353602,1.471188769,17.663788
37.91611816,23.89288587,52.69281
52.16881027,23.16386777,70.86648
58.23997826,13.72451265,63.946716
47.85589543,5.817198957,21.083092
53.47591523,21.24126495,85.574036
53.40090819,21.64844945,88.79966
53.40779407,21.19270483,89.7781
53.37123394,21.57930318,90.67671
52.49917178,23.1435614,84.60944
43.39452982,26.10673615,30.393982
47.66261818,23.34831442,19.916351
46.56176691,23.54439469,35.744736
52.28269835,22.95914981,77.16977
52.12388049,22.91242285,63.89305
47.69529506,0.611593349,41.651367
53.45629366,21.44981811,77.50958
52.19764568,22.90428181,58.039635
43.94336697,22.45506229,14.226799
36.91008184,22.15223697,38.565876
58.27494751,13.76220547,58.738983
42.15976726,25.07765531,42.508545
43.86601289,22.63992345,12.186348
52.49269522,22.87160823,81.61809
47.09824984,2.734677745,16.047806
46.87996324,23.03966663,27.733398
47.71594172,5.054412629,5.558716
43.06633491,27.62796942,40.157494
52.36914923,22.83522552,71.41943
47.1113425,23.52722828,50.260468
47.11438913,2.70595241,21.22699
47.31995558,23.60918988,14.923691
52.46371303,22.8031206,76.458534
47.06419562,2.765865705,12.418106
47.35670411,22.86444107,16.57219
47.90786444,1.435258391,4.4138412
39.26963882,22.1650124,34.152412
44.05443845,22.8845016,28.465805
59.60711983,13.05801741,74.33215
48.62331967,1.804280865,13.872742
39.29038408,22.14550877,36.09318
47.0532544,2.873150019,23.44136
42.89558697,27.55068195,30.715408
42.32547737,25.19404463,21.808395
53.60546065,20.81648259,63.93318
54.68260613,-7.704693207,39.216934
40.91951587,22.55688975,48.099483
47.26293499,22.73351019,25.514618
47.14019858,22.99807514,24.765152
60.51201842,15.3602737,43.692966
42.69949081,24.2708856,37.167698
52.05554252,-1.469887438,20.592148
47.75872849,1.379698691,10.035591
47.97178241,1.55934912,2.3927155
34.89928866,32.5092367,27.77462
48.03059615,5.23880848,8.670509
55.12885632,-2.020913798,46.865494
47.87629346,1.494429555,10.784142
59.38908054,13.14420506,23.545471
52.60450843,-1.045299562,42.628242
51.09239395,3.380869524,72.53335
42.58285651,25.31021857,35.185684
54.56117573,-7.651039705,47.542526
46.92441087,22.03725729,23.724953
34.82508707,33.53234936,28.06388
46.72645756,3.416397132,55.580788
53.9266399,-9.146994982,50.10496
49.32867905,19.56260529,47.089714
49.52559995,3.430279321,43.868023
46.20999528,2.43915496,62.560555
46.98220306,3.463467903,25.438637
47.14352661,3.443267805,20.136932
51.19171206,-1.57079216,17.235764
52.86539068,-0.570427464,35.68091
48.34296028,4.965994691,8.625656
48.9012209,1.89547359,50.72957
48.05078958,3.218811965,27.73034
46.67434259,3.160535626,46.733673
53.81735483,-0.256376818,42.308228
53.668636,15.9832657,71.017975
46.78020324,3.120516143,60.286316
47.87792932,3.0538451,19.47017
53.61285187,-1.523040677,31.790298
46.33458395,2.16045019,61.634598
48.02956841,3.16778275,22.915565
52.99002925,20.3899939,82.6564
49.75345084,3.31555156,30.042946
54.49177331,-7.620551748,47.369957
49.86410456,3.356019163,7.2490387
52.95961832,-0.322434067,33.4451
49.22692423,19.26549867,16.35347
39.37618468,22.0445075,30.174301
47.99375129,3.172601195,19.282639
46.80638499,3.24861974,52.757843
52.94679132,-0.469906401,41.82395
48.84762534,1.904271157,18.696335
48.35719588,4.883423792,11.830536
52.23621251,-1.101227387,41.66294
53.2944935,20.43373805,69.80754
47.84042431,3.032112529,11.004623
48.37885193,4.962402513,17.741539
35.00040142,33.86505833,32.536545
53.8579473,-0.204832304,33.95292
49.90791255,3.182092494,5.476059
47.88665118,5.680793273,17.743484
51.1349167,-1.411463806,12.594032
46.91032126,2.628843721,36.520187
39.22753935,22.06372956,38.254898
46.32609111,2.292226208,53.163406
47.82743327,5.552043419,15.1219635
46.39394741,2.230138056,47.438976
49.80385849,3.252709305,12.934769
38.01123536,23.36001859,33.938835
47.98829725,3.684473556,22.351341
58.24456284,13.55472579,56.72137
47.96417995,3.579940912,30.422325
53.56887845,16.84855137,84.973976
37.88514549,21.2281783,24.965202
59.06782724,24.75532053,46.407036
47.97190832,3.713392288,42.04139
48.16317517,3.284745827,49.470833
38.6584227,21.33521416,54.236176
49.0660895,19.45597786,18.41838
61.12655212,24.564845,36.47647
43.64831336,28.08991137,22.69313
47.74443574,0.979034749,8.024605
45.20391539,27.1884277,37.953987
57.65643371,15.04022897,81.766754
47.82986371,4.079307457,14.546524
47.88221408,4.046410604,17.435425
47.77026196,3.979137864,6.028137
60.51925154,24.03206549,34.75753
52.01704652,22.55502642,68.590996
51.90796136,22.55375413,68.30825
52.02852524,22.6175848,54.93302
50.41034353,22.43361132,63.46015
53.77238542,16.42438931,63.6684
53.73660501,16.41894739,73.73555
51.24486392,9.813828196,19.778336
51.26291854,9.871061336,35.45804
47.67490456,5.351854237,2.4539185
47.63898649,5.355098913,8.227486
47.85334546,5.308876674,8.428566
45.10361516,26.79068032,25.119232
45.10493435,26.89560046,30.123917
45.13179823,26.95626254,45.53214
51.83009729,22.76800227,63.367226
47.9553125,5.594528974,10.077927
50.78254752,22.18784439,4.7253647
52.46900099,-0.742741062,37.6949
49.15304553,18.36706872,18.505264
49.46667428,3.050166913,17.03395
46.86647805,23.73060689,39.21396
47.9077713,3.85553962,21.680092
47.87489229,3.913151611,10.125809
46.81351336,23.71662267,36.935154
46.79649011,0.086083412,28.555733
37.85119076,21.3595833,48.602272
37.70506672,21.35800172,23.830116
52.20968362,22.28258257,72.47765
52.36877839,22.32717093,70.68588
52.33891894,22.43814038,71.66082
61.11323496,25.3942014,11.451729
52.4979399,22.48348085,83.49255
49.65571359,3.189959353,12.334412
49.16835768,19.5311537,39.745617
49.56456581,3.17501899,60.548645
49.03961561,19.34044635,19.420525
46.77038787,0.196718596,39.018147
48.30583919,4.942682515,12.184616
46.7227913,0.073580839,24.588875
47.08150924,2.234070878,22.345749
39.50729112,20.78081754,25.445892
41.92690679,-1.473318595,17.779678
38.89030395,20.91131183,44.678474
45.11541831,27.60549926,36.4217
53.75290026,16.45187902,62.491905
57.95866632,15.14961361,71.48061
45.29924324,27.82336553,42.202293
52.95079821,17.52857773,71.50919
51.88810192,22.90298021,67.999374
49.51087597,3.182583878,52.319912
47.64468651,3.673370004,26.021912
51.91523143,22.82206788,75.86055
61.48137231,24.69131679,36.675304
48.19073441,3.145992528,9.220848
60.77723393,24.74441423,12.782623
60.862142,25.16023587,42.7591
54.22709486,-7.664188753,44.739277
51.67627825,22.84182147,55.253353
52.32780935,22.19635216,70.336555
52.30051659,22.45707325,68.16205
52.32662259,22.55402468,70.651855
45.82455569,2.880711098,68.14209
53.94087817,16.97041836,82.620964
52.93760037,17.73584061,76.65816
52.96115771,17.6501818,75.35953
56.05908849,9.149820293,89.807755
52.54069762,15.82897002,70.62027
52.80501796,-1.036310015,31.085777
48.47820758,5.169306205,9.72554
41.91296036,-1.276022644,22.367447
41.91726307,-1.398479047,19.076744
52.88120584,17.48661447,76.027374
44.54982999,27.78734267,42.57331
44.40066022,27.58407516,62.97001
41.98588818,-1.435803584,26.467636
41.9653176,-1.456261622,29.190681
54.17418121,-7.134259641,28.293266
54.20895417,-7.148915024,54.951996
54.23900621,-7.066511745,43.68769
49.23234708,3.055936964,10.54361
40.2652064,21.33521555,36.961605
55.38720532,26.19770636,66.22817
55.5428128,26.13191064,62.711933
46.84963799,0.472911607,34.851692
48.20021405,3.009564451,17.564636
46.81396252,0.479391415,51.557434
46.86516326,0.443631036,24.9458
48.26083108,3.406989683,23.474915
48.20696833,3.116758055,8.761322
48.36344436,3.312214273,9.913765
48.20225374,3.333588769,32.859375
48.61837318,9.525462229,12.42691
48.2722674,3.297268602,41.02356
46.88446275,0.25479964,29.612389
45.72551386,3.022619162,41.9685
51.98248485,-1.096801544,38.475967
51.78828638,22.13692723,78.37459
48.0095148,1.120999581,24.660294
46.90342791,0.065819054,39.858765
50.93194775,21.07263453,13.014206
47.92456856,1.189799689,13.9874115
38.8156912,21.08420769,23.417953
47.02817374,0.04204314,26.228004
47.94881762,1.266520853,3.5755692
46.93181757,-0.01912209,46.609894
52.28200443,22.63072243,73.06768
38.26090825,23.40985276,23.646187
45.43186109,2.957415263,48.03907
45.5232129,2.97136113,56.799175
47.78028096,3.522680759,26.893593
51.14565749,3.689017398,41.22764
52.12988906,22.34945558,74.79449
38.79514565,21.10391362,33.74637
42.98352768,27.14880176,26.887878
51.8767215,22.16102656,72.98441
38.3340998,23.54017853,41.138374
52.23829405,22.52878609,61.391106
45.42844792,2.906554343,27.38298
47.7217734,3.449799049,40.80076
47.89934307,3.400141915,14.4034195
45.7142775,3.127172854,24.777802
43.00121544,26.82662414,25.915588
64.43316038,19.9220367,57.247936
48.67275769,9.633530647,9.982773
55.9887789,9.439575629,80.97743
47.91564927,3.371163788,24.063255
60.34413592,15.949529,29.809402
48.46606146,5.305969753,13.53389
54.33911696,-7.140481015,66.80171
52.36576553,16.74952206,85.75404
53.67002313,-0.067443717,14.375229
49.22779759,3.277291257,13.894302
53.70306814,-0.105973875,31.788757
49.26687265,3.327123281,18.9599
51.24836094,3.588583974,50.09599
48.88822082,13.50488,37.638626
48.32556343,8.854202967,50.1544
45.6621367,3.159498445,23.579865
52.90867972,-1.092954925,30.054718
39.76825845,20.73053069,15.036346
47.09124517,0.136333027,64.46409
52.13029624,22.17141589,75.30919
43.23073401,26.43916727,17.824463
45.34050242,2.943503738,43.95376
43.20530304,26.48235516,22.448914
38.06890207,23.21033968,33.105217
42.43297391,-1.349622767,11.252304
42.42753362,-1.397665625,14.445465
48.37857331,5.368235427,4.783905
64.67640588,25.57422406,81.78619
62.03064032,21.41807508,72.62665
47.87991286,5.092132514,28.756905
52.42639826,22.64252744,75.0868
47.62820018,1.106790125,23.204346
48.8456326,13.12006609,46.66481
52.53235216,22.67329042,77.31305
49.18699623,3.503348475,19.013687
49.159455,3.341760387,22.82579
52.30119952,15.56207508,75.20798
54.9516594,-7.630971542,45.003498
54.36855426,-6.930437735,54.958458
38.07420612,23.30346201,30.863556
48.43015856,5.30932608,7.6831284
51.46754086,13.90199217,64.10773
55.5371501,13.81713989,58.234207
55.51335316,14.00503424,73.365265
47.7915883,11.98773629,18.050644
56.38439246,22.77625055,51.801155
56.51427458,22.75380354,67.725845
