system:index,BSI,NDMI,NDVI,SOCI,sample_date,.geo
0,-0.15442268461745137,0.23891192681155282,0.42874207023664823,1.0329118898433365E-4,2018-12-20,"{""type"":""Point"",""coordinates"":[22.508885699999997,45.88684933999999]}"
1,-0.1119576441033821,0.21184437026798986,0.3437756205970495,8.218687618487731E-5,2018-12-20,"{""type"":""Point"",""coordinates"":[22.72922449,45.93337585]}"
2,-0.030033916014371866,0.08299157676931372,0.2596263843567798,8.050881122808674E-5,2018-12-19,"{""type"":""Point"",""coordinates"":[28.181462420000003,44.720472300000004]}"
3,-0.07028710821897242,0.12956397091424157,0.3295895562889528,8.572598854145152E-5,2018-12-19,"{""type"":""Point"",""coordinates"":[23.314151240000005,45.86112368999999]}"
4,-0.09602246190322493,0.16976546552217986,0.301067271074812,7.791438813400238E-5,2018-12-19,"{""type"":""Point"",""coordinates"":[28.333738630000003,44.785671740000005]}"
5,-0.005463386602138272,0.06076912426251906,0.2176393572550388,7.396199519721631E-5,2018-12-19,"{""type"":""Point"",""coordinates"":[28.198854880000003,44.77273911]}"
6,-0.07378933658627734,0.13627400150603144,0.22570803324837446,7.216746228816322E-5,2018-12-18,"{""type"":""Point"",""coordinates"":[27.902153249999998,45.37783064999999]}"
7,-0.03449975449399986,0.08260337699396572,0.07858827791208169,3.6828843128704515E-5,2018-12-17,"{""type"":""Point"",""coordinates"":[22.83116171,45.59291307]}"
8,-0.08184423151398844,0.14477261778372352,0.3213724318486626,8.793228820043925E-5,2018-12-17,"{""type"":""Point"",""coordinates"":[23.371596180000004,46.09103729]}"
9,-0.05831046704796779,0.14530892035775428,0.2207275115601395,7.403726769974828E-5,2018-12-17,"{""type"":""Point"",""coordinates"":[24.7987846,44.38122329]}"
10,-0.10422523709834665,0.17350444056979425,0.29894770275462756,8.806574427504606E-5,2018-12-17,"{""type"":""Point"",""coordinates"":[23.320581810000004,46.09747908000001]}"
11,-0.10782301305292763,0.17855841616745308,0.37689949611858115,9.688076840261421E-5,2018-12-17,"{""type"":""Point"",""coordinates"":[23.66215374,45.88955448000001]}"
12,-0.04631463456849168,0.10196052938832413,0.2573285837021664,6.981891661846947E-5,2018-12-16,"{""type"":""Point"",""coordinates"":[14.668462809999998,45.22066291]}"
13,0.008739242305511824,0.03606437899126234,0.23696886699370276,7.607252357606595E-5,2018-12-15,"{""type"":""Point"",""coordinates"":[23.3914774,45.9607984]}"
14,-0.11361194580244871,0.2019248185556881,0.3475153078957674,9.015751725077419E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[26.2142416,45.96637006]}"
15,-0.0741268807807855,0.15905236266883077,0.20572717189788822,7.430184520502883E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[26.179701370000004,46.02675927999999]}"
16,-0.12227067720735624,0.1961081008450767,0.2585900193352526,7.392939454057163E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[26.15296623,45.93910612]}"
17,-0.11655882705867766,0.21099129859736196,0.21505345632992065,8.147617207283389E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[28.0443136,45.40851887000001]}"
18,-0.09045376333263185,0.17395886280801556,0.27634811364279854,7.652052848910291E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[28.177478379999997,45.256149390000004]}"
19,-0.09089214440798696,0.15961692638982056,0.24294079465319668,6.652084239827338E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[28.581556120000002,45.1289444]}"
20,0.07994789321248125,-0.06168807316453693,0.13984814591793293,6.997369458996073E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[21.674315590000003,44.92712331999999]}"
