sample_date,lat,long,depth,elevation,NDVI_mean,NDVI_std,NDVI_trend,NDMI_mean,NDMI_std,NDMI_trend,BSI_mean,BSI_std,BSI_trend,SOCI_mean,SOCI_std,SOCI_trend,land_cover_type,main_vegetation_type,soc_in_percent,sand,silt,clay
2018-08-17,34.9107,33.49219,0-20 cm,212,0.1446177871965025,0.0868866902104512,0.0011126694022545,0.0317792354656603,0.0909726258727596,-0.0015917297827317,0.0203761085419262,0.0678630140470275,0.0010567075079023,5.6668392332080527e-05,1.1448680450389684e-05,2.988339679182733e-07,Cropland,Mix of cereals,1.49,35.995438,26.2736,37.730965
2018-06-21,34.92325,33.15414,0-20 cm,813,0.1784640717185424,0.0431382329446422,0.0002831089192921,0.0502926690496587,0.0402629360998724,-0.000202375439416,0.004400373578415,0.0269847857972474,5.5114881956304674e-05,7.671587076272264e-05,9.399957659969574e-06,2.2277280238247426e-07,Cropland,Tomatoes,0.55,37.686485,24.704832,37.60868
2018-09-06,34.96405,33.64697,0-20 cm,14,0.1616961544820949,0.0833346047926103,0.0009040187517241,0.0143456347612493,0.0818800855303726,-0.0006439906080463,0.0291681126617676,0.0619437431895153,0.0004034297888926,6.144369718737355e-05,9.257444441062054e-06,1.716689311061625e-07,Bareland,Other bare soil,1.48,41.69806,29.502794,28.799149
2018-04-30,34.97764,32.42027,0-20 cm,343,0.1840664277885028,0.0633101029128476,-0.001224927239272,0.0351970157150078,0.0925565727800963,-0.0013231043215214,0.0174381067749507,0.0695837567492128,0.0011416393713574,6.61485250263663e-05,7.66112189110468e-06,-3.8253027430271095e-08,Cropland,Oats,1.61,34.962143,28.105896,36.931957
2018-04-06,34.98924,33.90708,0-20 cm,19,0.1572757184953624,0.060765701381204,-0.000957698905359,0.0332002336794847,0.0727339765176617,-0.0029211161863536,0.0204293199982271,0.0558463823629698,0.0024446690216629,7.721559009022824e-05,4.102883232071514e-06,2.6871567821165175e-07,Cropland,Potatoes,0.9400000000000001,33.816757,36.08072,30.102524
2018-03-26,34.99236,33.61068,0-20 cm,80,0.1130866963341678,0.0324618988032622,0.001162113116267,-0.0158886305989803,0.0627723585764856,-0.0037290500469348,0.057478976877811,0.0401350257673097,0.0026370975458015,4.718449271214776e-05,2.621821173227436e-06,2.163092384768525e-07,Cropland,Common wheat,1.03,49.375153,28.171305,22.453545
2018-08-14,34.99858,33.65849,0-20 cm,38,0.1315296763251775,0.0618579011400324,0.0012368275743404,0.0186475724963586,0.0612610375111328,-0.00143809477883,0.0276831847077419,0.0450032711866574,0.0012823710822058,6.339015308044838e-05,7.92235986928469e-06,-1.3277634009149124e-07,Cropland,Olive groves,1.7600000000000002,56.59899,36.54149,6.85952
2018-10-02,35.0004,33.86506,0-20 cm,37,0.1597426723105083,0.0642993408027991,0.0022425691155779,0.0194650238017635,0.0739260529926382,0.0021230135205464,0.0296208096578232,0.0564367937803411,-0.0016973140028156,7.190811425671293e-05,7.196242312046206e-06,5.979196516649926e-07,Cropland,Common wheat,0.82,39.03518,28.428274,32.536545
2018-08-13,35.02065,33.57436,0-20 cm,178,0.1215750873655478,0.0937587878286286,0.0029433856656904,0.0146274896424009,0.0851818711436793,0.000386879734861,0.0398310774735339,0.067308046480057,-0.0006379515066234,5.160105023678775e-05,1.0361584166198697e-05,4.869793327055727e-07,Cropland,Oats,0.9800000000000001,36.273754,28.537357,35.18889
2018-04-09,35.023,25.21087,0-20 cm,236,0.2331817434056901,0.0453284855746517,-0.0004913694390455,0.0888585638721142,0.0459677875198915,0.0009252090622971,-0.0334078832755625,0.0363991683010613,-0.0004354473839052,8.59222994294586e-05,1.2050806008574562e-05,-4.3124504894121124e-07,Cropland,Olive groves,1.1800000000000002,42.551105,15.253136,42.19576
2018-04-07,35.02323,33.84986,0-20 cm,42,0.1487363966119785,0.0816865491557257,0.000199832217371,0.0122703027811561,0.0986787309578616,0.0007063289554156,0.0321018948113729,0.0737957037572699,-0.0008182544833421,7.296236956866171e-05,8.788094513874091e-06,3.884427941190056e-08,Cropland,Common wheat,1.3900000000000001,36.749546,24.818073,38.43238
2018-04-04,35.02879,33.82883,0-20 cm,42,0.1399057184412612,0.0775165160528466,0.0007415926596906,0.0103636596976765,0.0770076304300055,0.0009796048586804,0.0334195216342148,0.0571961079348048,-0.0009190199608506,7.598432308101967e-05,7.485050568082704e-06,4.177040700151258e-07,Cropland,Common wheat,0.82,29.69394,27.455915,42.850143
2018-04-27,35.03251,33.16695,0-20 cm,426,0.1185313030944544,0.0820686173087205,-0.0028448300934382,0.0258635784526401,0.0624566078618767,-0.0036532946896509,0.0271466524958411,0.0493521234514026,0.0032428808348104,7.00181205807186e-05,1.1308545220964668e-05,-5.508576446367006e-07,Cropland,Barley,0.75,32.37596,29.755024,37.86901
2018-04-07,35.0349,33.8767,0-20 cm,49,0.1430244267124537,0.0813339909869761,-0.0006039838697461,-0.0036658119172754,0.09452657416003,0.000502854978653,0.0444353808744203,0.0698246592787783,-0.0004610279284762,7.174828971098299e-05,7.087133811063338e-06,-7.486716973315226e-08,Cropland,Common wheat,1.1199999999999999,34.304108,32.442165,33.253723
2018-04-05,35.03539,33.9456,0-20 cm,81,0.1534289088535719,0.0856035926936171,0.000227043772839,0.0228173817289248,0.0886716084891903,0.0001832002431157,0.0296893514522777,0.0647014422372947,-0.0001315303155615,6.705628712288501e-05,8.88003871456305e-06,1.6838016092368906e-07,Cropland,Common wheat,0.72,35.520653,27.274647,37.2047
2018-04-09,35.03724,25.1252,0-20 cm,233,0.2191764282051032,0.0478328535728809,0.0006499449694299,0.056483946639415,0.0688124829597847,0.000253606361724,-0.0042135861631621,0.052894923419732,-8.656657797087011e-05,7.75186864841558e-05,8.303203028333447e-06,3.30661759422417e-08,Cropland,Olive groves,0.51,46.381767,23.729773,29.888458
2018-04-28,35.03903,25.76881,0-20 cm,29,0.2075774894428364,0.0656615263703918,-0.0011225273433037,0.0789428227440894,0.0628129870793231,0.0002216259839208,-0.0106071606820853,0.050512098280249,-3.862189238466127e-05,7.109046331603021e-05,9.41006398631032e-06,-1.905242826751469e-07,Cropland,Olive groves,1.3699999999999999,49.20735,27.788322,23.004326
2018-06-28,35.06604,33.1094,0-20 cm,346,0.1288895670066451,0.0570829083686787,0.0010713152314384,-0.0143352104792146,0.0592859421332788,0.0009605844051854,0.0526221480746652,0.0437839537083037,-0.0005775430147144,6.548264616062432e-05,8.016000454089482e-06,1.8904626607474573e-07,Cropland,Mix of cereals,1.1099999999999999,35.144485,24.712315,40.143196
2018-06-02,35.079,33.20501,0-20 cm,327,0.1457713513684922,0.0974030989284792,0.0033875855821736,0.0193384593771507,0.0863161765720722,0.0017644530648096,0.030850743164726,0.0674047541576804,-0.0015717196836148,6.808498010791987e-05,9.804881201028143e-06,4.177378412884726e-07,Cropland,Barley,0.78,36.90848,27.977161,35.114357
2018-04-21,35.08005,25.20062,0-20 cm,294,0.1975549077969198,0.063118898334367,-0.0013601040144813,0.039314186047784,0.0709341188788359,-0.0001949082127661,0.0079072954593552,0.0534386020666003,-8.605902838086614e-05,6.945579822389515e-05,1.04839695347951e-05,-1.2993735615172422e-07,Cropland,Olive groves,1.1400000000000001,51.675095,24.964678,23.36023
2018-04-13,35.09032,24.91454,0-20 cm,382,0.207146817730427,0.0684044612673799,0.0009160809062709,0.0836783779461717,0.0895229836826398,0.0011365975674895,-0.0166443234164364,0.0647321905864993,-0.000837188224434,6.673827226422294e-05,9.386238167754134e-06,2.4523642883112853e-07,Cropland,Olive groves,1.26,36.930454,20.335663,42.733883
2018-05-02,35.10817,33.23743,0-20 cm,292,0.1334694102152417,0.0828727420473474,0.0018249090994274,-0.0013651686918142,0.0831376474716509,0.0020376868901886,0.0526669198202792,0.0635634667938249,-0.0019966075232239,6.211378642593702e-05,1.0126290153274989e-05,6.989927106802295e-07,Cropland,Barley,0.9800000000000001,38.33163,30.868313,30.800056
2018-04-21,35.11202,25.34045,0-20 cm,428,0.2391446033911299,0.053582665257002,0.0003310958639857,0.1023197136076464,0.0534638374828519,0.0012315886894695,-0.0386520446647197,0.0385201760960631,-0.0008788075913679,8.809381070210457e-05,8.86426772580968e-06,2.2180523111355145e-08,Cropland,Olive groves,1.05,29.702118,23.528326,46.769554
2018-05-23,35.11796,33.12635,0-20 cm,234,0.1255380703182649,0.08207474819428,0.0017973630038599,0.007071354209139,0.077995475080356,0.0010546167660607,0.0436686768870163,0.0626539441067347,-0.0010111847456642,6.304114828873342e-05,7.885377287213366e-06,3.0005753897185645e-07,Cropland,Barley,0.64,39.96176,33.627457,26.410782
2018-04-07,35.13349,25.10084,0-20 cm,419,0.2091055978840073,0.0506485754860709,-0.0012027162021049,0.079032568628015,0.0633674032694115,6.658613700264052e-05,-0.0240197535509172,0.0473242482399993,1.6411993959610066e-05,8.094559078925079e-05,1.082733428745876e-05,-4.2523928627495946e-07,Cropland,Olive groves,1.27,47.97925,27.253048,24.7677
2018-04-26,35.1656,25.99657,0-20 cm,394,0.1712915030701977,0.0363992608348852,-0.0006093982097766,0.0861343268417024,0.0511893183700791,0.0009093588899388,-0.0263317179827219,0.0340943135465713,-0.0005009489371248,7.94099240153798e-05,9.105060135355608e-06,-1.8433022972812563e-08,Cropland,Olive groves,1.4300000000000002,34.256386,20.47858,45.265034
2018-04-06,35.2011,25.3593,0-20 cm,463,0.2523701743252691,0.0705900356307676,-0.00112991602763,0.142767177713755,0.0576400401155882,-0.000109579363957,-0.0674883040437629,0.0440683631989686,0.0001625731439789,8.134909869094621e-05,1.2176961276202235e-05,-3.111991756292219e-07,Cropland,Olive groves,1.45,35.55333,16.09413,48.35254
2018-04-30,35.20835,25.09422,0-20 cm,247,0.2746546336863923,0.0747118027314787,-0.0046099235618765,0.1516312547719108,0.082613988078683,-0.0023386777743879,-0.0747542250752847,0.0647644628043338,0.0017955051054502,8.223600553945483e-05,1.3987742396963988e-05,-8.94863785153745e-07,Cropland,Olive groves,1.95,53.039253,29.48191,17.478836
2018-04-04,35.21196,25.18382,0-20 cm,365,0.2508957516868145,0.0578627058077354,-0.0036750094496964,0.1194978005540293,0.0390048238596009,0.0007439553721466,-0.0493810401501817,0.0302247551672912,-0.0001647206484006,7.551971550520438e-05,1.3844349268034028e-05,-1.1007351443294136e-06,Cropland,Olive groves,2.0300000000000002,46.583717,36.179283,17.237
2018-04-16,35.24755,25.08016,0-20 cm,292,0.2671119274397638,0.0515368933244904,-0.0018602647682557,0.1573078286346088,0.0508663313199679,0.0004870725686077,-0.0792039950602857,0.0379316552036259,-0.0004375426605929,8.557952815670435e-05,1.1441610584308096e-05,-1.937749201530512e-07,Cropland,Olive groves,1.75,48.821983,28.365808,22.81221
2018-06-15,35.28816,23.64637,0-20 cm,306,0.2382543810925705,0.0414847028945734,0.0020963035508623,0.1351520686730986,0.034415803428002,0.0022577035131889,-0.0623034760187051,0.0203594458707824,-0.0013303539644979,8.826477894262262e-05,6.855490630991719e-06,1.704692945863662e-07,Cropland,Olive groves,3.8899999999999997,35.62136,18.189377,46.189262
2018-06-23,35.309,24.47081,0-20 cm,442,0.2195969804700268,0.0736641727832324,-0.0011412468019662,0.1065255768263792,0.0808408203742134,0.0003035754157282,-0.041605850450115,0.0586233985189991,-0.0005999786837507,7.677764294496502e-05,1.11000919862206e-05,-2.0747492470934812e-07,Cropland,Olive groves,1.7600000000000002,41.492134,26.265558,32.24231
2018-04-20,35.32239,25.07353,0-20 cm,27,0.2376064102771954,0.0596229911596266,-0.001117502541204,0.1134198472930494,0.0801579961587935,-0.0022792937970396,-0.0452864241040235,0.0608154969909262,0.0015422485055431,7.551362127672361e-05,1.075087731774418e-05,-1.8253414609401437e-07,Cropland,Olive groves,0.97,54.80311,26.942917,18.253975
2018-06-26,35.364,24.70406,0-20 cm,151,0.241939063611186,0.0532989778840764,-0.0029095752988074,0.1275855984075044,0.0540049788060047,-0.0005224257878199,-0.0560243752511408,0.0396432120289066,-8.633744053826073e-05,7.645649706024019e-05,9.707784259497115e-06,-3.8690366779560986e-07,Cropland,Olive groves,2.48,45.274277,22.196342,32.52938
2018-04-20,35.36838,24.90511,0-20 cm,226,0.2007993185769039,0.0400349763651415,8.170462368875813e-05,0.0828904218980061,0.0371725551944094,0.0012633008534819,-0.0308160034941178,0.022766629970277,-0.0009753121072011,8.415638409449933e-05,9.263837544635294e-06,-1.7910407952523013e-07,Shrubland,Shrubland with sparse tree cover,2.2199999999999998,49.04928,26.308878,24.641846
2018-06-15,35.38085,23.64165,0-20 cm,584,0.2105803392551448,0.0832871375080604,-0.0018746173229534,0.1358789133192718,0.0468366747372784,0.0007895568826311,-0.060984373971878,0.027491580197702,-0.0004973319903051,7.693260140494355e-05,1.701534657121258e-05,-2.0758979929241706e-07,Cropland,Olive groves,4.65,41.723778,22.238234,36.037987
2018-06-08,35.43422,24.14022,0-20 cm,39,0.2625921373166898,0.0752120140713944,0.0008338609837382,0.1565366893970028,0.0766543209097628,0.000858553305277,-0.0782304846489962,0.0584663996361691,-0.0008845102326046,8.007171736915093e-05,1.4684156701414843e-05,-3.6538838238344465e-08,Cropland,Oranges,1.23,37.21335,22.644146,40.142506
2018-06-12,35.46066,23.72331,0-20 cm,250,0.220695116418249,0.0581636438684496,0.0023916911963022,0.1290252894331287,0.039933873206739,-0.0005793751984565,-0.0533783532681034,0.0287020626561854,0.0004517153559822,7.568937151189758e-05,1.2604195197794634e-05,6.473502557677613e-07,Cropland,Olive groves,1.72,35.2164,20.718662,44.064934
2018-06-12,35.48499,23.68352,0-20 cm,82,0.2569110804675975,0.0648936585911594,0.0026029073476532,0.1626326313617128,0.0482426262261689,0.0024815304774213,-0.0828793412753198,0.0378277896293347,-0.0019593732715955,8.158581107612182e-05,1.3331638819642468e-05,5.738351656048102e-07,Cropland,Olive groves,2.09,48.98487,25.88611,25.12902
2018-05-04,35.91788,14.38125,0-20 cm,118,0.1798978322800095,0.0552095007549942,0.0007171193498389,0.0457290519576969,0.0685937644265266,0.0012714388686265,0.0132825293576477,0.0515698867693194,-0.0007347412217555,6.322592126990889e-05,6.8617592037686185e-06,2.0819556273692046e-07,Cropland,Other fruit trees and berries,1.29,43.21425,25.789118,30.996635
2018-08-01,36.25135,-6.01599,0-20 cm,90,0.141593155583288,0.0689885350083879,-0.0012583529028277,0.0227989475219204,0.0722170340057335,-0.0022388342528378,0.0250345676521968,0.0529863233592559,0.0010491259419515,6.391590836685973e-05,8.009095188331732e-06,2.2954151761036665e-07,Cropland,Durum wheat,1.09,34.59259,42.142365,23.265045
2018-06-30,36.28308,-6.04583,0-20 cm,56,0.1410111825066534,0.0557004718908451,0.0003747307409092,0.0185882185461934,0.0554121591699706,-0.0007917288059454,0.0283710427139578,0.0373265246624065,0.0004080164005009,6.846745695657607e-05,9.120987501209494e-06,7.086137176772734e-08,Cropland,Sunflower,1.26,36.86559,35.94443,27.18998
2018-07-01,36.41107,-6.05253,0-20 cm,68,0.2146007340143447,0.0492397183256526,-0.0026743736827253,0.0575979649463843,0.0788628839446958,-0.008004890825132,-0.0028173132745433,0.0607940771695984,0.0053391069156279,7.254008070607645e-05,7.438215374345992e-06,1.0063032564033753e-07,Cropland,Dry pulses,1.44,29.612022,27.05108,43.3369
2018-07-18,36.45513,-5.90403,0-20 cm,148,0.2186296686696691,0.0469910333548139,0.0015554674130289,0.0728106995467083,0.0630761761866091,0.000502420764175,-0.0209927674021641,0.045827349604217,-0.000515683298763,7.91225145648485e-05,9.771570869026848e-06,3.5385528190518695e-07,Cropland,Olive groves,1.51,36.344563,32.25189,31.40355
2018-05-03,36.46151,-5.43004,0-20 cm,151,0.1547655035945559,0.0401548899841866,-0.0005817685640961,0.0238303516205221,0.0568179670196919,0.000384226500995,0.0194119073138616,0.0410431407309766,-5.969120103160131e-05,7.281201667481768e-05,1.1075569216676223e-05,-2.4836608945717205e-07,Grassland,Grassland without tree/shrub cover,1.25,49.396698,36.668022,13.93528
2018-05-03,36.48291,-5.41213,0-20 cm,145,0.2584169568004994,0.0750463342858688,-0.0012737401064819,0.1100398232972591,0.0772803528594387,-0.0022227231250907,-0.040578684026692,0.0632944165321511,0.0021877079596409,7.64650577757521e-05,1.107014884066235e-05,-4.1101560397035763e-07,Grassland,Spontaneously re-vegetated surfaces,2.13,47.44989,25.966703,26.583405
2018-07-01,36.48313,-5.95574,0-20 cm,143,0.1567430974686085,0.0677971452098756,-0.0010471286971367,0.0272922911954656,0.0727091931613385,-0.0035625669038103,0.0209145284391059,0.0551453661348022,0.0019889176861328,6.909034027851915e-05,9.334611459568924e-06,3.331240684241369e-07,Cropland,Other Leguminous  and mixtures for fodder,0.73,40.548706,24.223036,35.228256
2018-07-13,36.52129,-6.0552,0-20 cm,136,0.1419538669655386,0.0541065513031963,-0.0003450704991552,-0.0058419970666674,0.0640110052331663,-0.0028859001257612,0.049426783449007,0.0453774964504705,0.001647832871647,5.858273631016287e-05,4.410661334295872e-06,-6.140424309197031e-08,Cropland,Barley,2.04,38.11525,36.109665,25.775085
2018-07-17,36.57657,-5.84098,0-20 cm,204,0.1551042800803282,0.0644376566968516,-0.0024693847611012,0.0092601284603361,0.0838267071808293,-0.0049890924342882,0.0324270459073945,0.0609436284454296,0.003016953945812,6.157376294706367e-05,7.782580677267378e-06,-2.1851681805172867e-07,Cropland,Common wheat,0.6,34.69574,32.931164,32.3731
2018-05-09,36.59681,-5.39197,0-20 cm,623,0.1899647912182663,0.0488042760571143,0.002461460683501,0.0601678278245432,0.056402341132151,0.000700725877291,-0.0087061510925423,0.0412166514119947,-0.0003192599074671,7.493202699938116e-05,1.0521404939914995e-05,4.36661447097154e-07,Grassland,Grassland with sparse tree/shrub cover,1.85,35.960075,31.711775,32.328148
2018-07-17,36.64281,-5.99237,0-20 cm,66,0.1823985869469032,0.0824566648431539,-0.0005372617918963,0.0279121444096012,0.0753350605086085,-0.0038868937069325,0.0159248973523697,0.0549813719836357,0.0023051824288743,7.061018610672724e-05,9.155538710614193e-06,1.2563017502028254e-07,Cropland,Cotton,0.4,13.996712,14.119981,71.88331
2018-05-27,36.64704,-5.08568,0-20 cm,1245,0.1581776079047865,0.0381752903851083,0.0036706791017498,0.0404120983912064,0.0386602805675353,-0.0022606763979778,0.003902087907304,0.0265887829439056,0.0017494396543661,7.519848672724424e-05,8.550471962531478e-06,6.360888837514168e-07,Shrubland,Shrubland without tree cover,2.6399999999999997,24.449371,14.567791,60.98284
2018-07-11,36.67438,-6.34081,0-20 cm,107,0.1795835731072192,0.038314633292583,4.509691977267081e-05,0.0117227856698599,0.0483348587532556,-0.0010463849965768,0.0263278442796208,0.0339099163596647,0.0008363141162771,7.134170872473906e-05,5.707661188892702e-06,-1.9899339894914112e-08,Cropland,Cotton,0.74,20.468689,27.839748,51.691566
2018-07-16,36.68306,-5.86526,0-20 cm,75,0.1731407374354536,0.1107967328257734,0.0016119619773851,0.0409918001265791,0.0991006968546141,-0.0025747995761237,0.0067740735100229,0.0744361114269299,0.0013704658345305,7.065784568914478e-05,1.0391126168565747e-05,2.950957275175527e-07,Cropland,Cotton,0.8099999999999999,25.391418,20.056293,54.55229
2018-07-09,36.68345,-6.18367,0-20 cm,67,0.153710293013351,0.0519319816110473,0.0003294702488774,0.0358967646308347,0.0574844119267494,-0.0013965145292169,0.0106160756733758,0.0396687557908027,0.0007800811557933,6.581280363476729e-05,7.543030982316076e-06,2.760292068826895e-07,Cropland,Common wheat,1.67,39.57621,43.081192,17.342598
2018-05-11,36.70187,23.01711,0-20 cm,323,0.1858636131770871,0.0230664166356638,0.0010474544924492,0.0642060787309137,0.0216354294159472,0.0005389796045191,-0.0157146806797935,0.017341717549144,-0.000290709131877,8.165502215806895e-05,7.737944932175664e-06,-7.640607326629067e-08,Shrubland,Shrubland without tree cover,2.52,53.26743,27.248829,19.483742
2018-05-13,36.71095,-5.25835,0-20 cm,735,0.2048618961696696,0.0333516309696091,0.0014175384420961,0.0119521034519698,0.0374185884984292,0.0002850960555996,0.0189034301457243,0.0271932641984356,-0.0002111505541036,7.106501901694981e-05,6.663356830905725e-06,2.769810099011928e-07,Shrubland,Shrubland with sparse tree cover,6.09,38.9831,23.182283,37.834618
2018-07-16,36.73629,-5.87743,0-20 cm,113,0.1368767898915013,0.0619737600446657,0.0006319807154955,-0.0142469329318538,0.0689179194940273,-0.0008867116191718,0.0393091903521981,0.0442891778350119,0.0005546121280239,7.177278784380967e-05,9.900673343692112e-06,-7.741791876304806e-08,Cropland,Sunflower,1.33,39.541443,42.355026,18.10353
2018-05-28,36.74527,-5.60664,0-10 cm,222,0.1383114908505117,0.0369209086012685,-0.0005604041496568,0.0200340104570936,0.0402610597598766,-0.0033814816516031,0.0267649663834466,0.0308490318020275,0.0019764712345663,6.935355927851453e-05,7.807101723784178e-06,3.5981859584498306e-07,Cropland,Durum wheat,1.64,40.83336,40.91642,18.250221
2018-05-16,36.76358,-4.70262,0-20 cm,184,0.1439943514273349,0.0420975422790295,0.0018548207288008,0.0304601537550826,0.0563227338058029,0.0048420314148624,0.0194261033343959,0.038588165471183,-0.0026608138761019,6.982237111526112e-05,8.100609116924892e-06,-1.1030650560564517e-07,Cropland,Olive groves,1.09,30.998955,49.57052,19.430527
2018-05-29,36.764,-5.38359,0-20 cm,1058,0.1965656603683657,0.0418740820236337,0.0029143993286867,0.0591743053417914,0.0389937278814603,-0.0034670699565293,-0.004101906681124,0.0291320520004606,0.0020802320599754,6.957444066288362e-05,8.004284500755621e-06,7.686545835680364e-07,Grassland,Grassland with sparse tree/shrub cover,4.4799999999999995,36.91919,25.327883,37.75293
2018-06-06,36.76808,22.80379,0-20 cm,67,0.1636339949199346,0.0711855215478284,-0.0024272977837517,0.0397965753047299,0.0842679120117533,-0.0008435362975913,0.0227326914774503,0.0661383821784482,0.0005226550891831,6.939731792164196e-05,9.254372150356784e-06,-4.084966557592114e-07,Cropland,Other fruit trees and berries,0.41,40.57641,24.656858,34.76673
2018-07-18,36.76827,-6.22627,0-20 cm,75,0.1413298613031304,0.064183476596481,0.0009336520958824,-0.0250063171624318,0.076035768571083,0.0007139060755426,0.0464075267829391,0.0513142884091168,-0.0002687785206529,6.943909111691204e-05,7.719651784669182e-06,-2.084093963572274e-07,Cropland,Sunflower,1.34,36.54202,46.007084,17.450897
