system:index,BSI,NDMI,NDVI,SOCI,sample_date,.geo
0,-0.008968802319535993,0.08533749584321933,0.1469150367418575,8.065568746425548E-5,2018-12-20,"{""type"":""Point"",""coordinates"":[22.72922449,45.93337585]}"
1,0.07404527251040463,-0.07019886349593475,0.15291536190557134,8.35107502515242E-5,2018-12-19,"{""type"":""Point"",""coordinates"":[28.198854880000003,44.77273911]}"
2,0.09106191911026225,-0.10365140147622023,0.10000848241913675,8.678656021132642E-5,2018-12-19,"{""type"":""Point"",""coordinates"":[28.333738630000003,44.785671740000005]}"
3,-0.014796063743899922,0.09992994582371742,0.18760038000711463,7.215065495511193E-5,2018-12-19,"{""type"":""Point"",""coordinates"":[23.314151240000005,45.86112368999999]}"
4,0.056773457453915405,-0.04705389856442955,0.11719637370783625,9.597461138552763E-5,2018-12-19,"{""type"":""Point"",""coordinates"":[28.181462420000003,44.720472300000004]}"
5,0.021959610498737993,0.0016847726114633482,0.09290998516520459,7.552604364215405E-5,2018-12-18,"{""type"":""Point"",""coordinates"":[27.902153249999998,45.37783064999999]}"
6,-0.07109600375778644,0.1293626617818912,0.20180341241414765,7.310719973031144E-5,2018-12-17,"{""type"":""Point"",""coordinates"":[22.83116171,45.59291307]}"
7,-0.02170027969479627,0.07603212233526745,0.15401398715997294,7.378890269360954E-5,2018-12-17,"{""type"":""Point"",""coordinates"":[23.66215374,45.88955448000001]}"
8,0.02416096632936541,0.008858870396406189,0.06541047253491283,6.243964714546688E-5,2018-12-15,"{""type"":""Point"",""coordinates"":[23.3914774,45.9607984]}"
9,-0.15315338418851177,0.3753497334472683,-0.010284736464616731,2.934163424319528E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[26.15296623,45.93910612]}"
10,-0.1522026977107569,0.3683609331155638,-0.008910460329037504,2.7200906717312425E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[26.2142416,45.96637006]}"
11,-0.027110538653855938,0.06156715708338691,0.2418741695883024,1.0730677770545343E-4,2018-12-14,"{""type"":""Point"",""coordinates"":[28.581556120000002,45.1289444]}"
12,0.02577337771964569,-0.007309800848106129,0.16694835584693488,7.834743357185893E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[28.177478379999997,45.256149390000004]}"
13,-0.15344172279655408,0.37273549450709764,-0.015917733968524018,3.0833320945616716E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[26.179701370000004,46.02675927999999]}"
14,-0.02460217584726388,0.09629446418763811,0.1688178258760093,7.803165646178037E-5,2018-12-14,"{""type"":""Point"",""coordinates"":[22.557445939999997,45.53489946999999]}"
15,-0.03961236127607725,0.11612006144146622,0.16777591866891764,7.502720897468487E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[22.093041549999995,46.24475882]}"
16,-0.04413458964609641,0.0796354823793087,0.03270888722121663,4.455095532471754E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[26.110426019999995,46.14750266]}"
17,-0.15008061299932768,0.37010159554845057,-0.017935762845693114,2.493322351275562E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[25.994794610000003,45.85323767999999]}"
18,-0.14788529407102746,0.3698022327535636,-0.012202438065567268,2.9684087858631312E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[25.93902395,45.84338366]}"
19,-0.02231212897591939,0.1283946720500515,0.09466281034494646,6.361069137386798E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[24.09886923,44.04069183000001]}"
20,-0.02232347219995671,0.09125981174003696,0.16079289527318552,6.55098087238345E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[22.03475539,46.45157305000001]}"
21,-0.041767068405902684,0.14372889335443093,0.13776228915561328,5.5815716576136664E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[21.980850919999998,46.330273180000006]}"
22,-0.023697760395932275,0.08565068018640452,0.11595702847946866,6.689216784575625E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[21.949503410000002,46.42478295]}"
23,-0.09470608277856365,0.22991524345768316,0.001518784555722348,2.400833006668459E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[26.201170600000005,46.09687125]}"
24,-0.13839906599049398,0.32912260897320467,-0.004655723347990569,2.8214505885991553E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[25.78670384,45.77472721]}"
25,-0.15169352036187864,0.392130040877343,-0.003652906063243369,2.6253634974304345E-5,2018-12-13,"{""type"":""Point"",""coordinates"":[26.1090529,46.05595937]}"
26,-0.1052710168756718,0.1831624737952391,0.23163586838940603,6.974805694039909E-5,2018-12-12,"{""type"":""Point"",""coordinates"":[21.411712899999998,45.39277763]}"
27,-0.017790036251506845,0.06816781174338854,0.11906926939428482,5.9780225099324394E-5,2018-12-12,"{""type"":""Point"",""coordinates"":[21.45767984,45.24224979000001]}"
28,0.016913287519915814,0.033034329642229646,0.06503916009806675,5.97614280662574E-5,2018-12-12,"{""type"":""Point"",""coordinates"":[21.50033244,46.05601819]}"
29,-0.044510190231868856,0.08942268377860317,0.1824686796619342,7.205146522954402E-5,2018-12-12,"{""type"":""Point"",""coordinates"":[21.365752209999997,46.16144807]}"
30,-0.11326283915414953,0.2155118206062832,-0.015559594929640513,3.144417578979589E-5,2018-12-12,"{""type"":""Point"",""coordinates"":[25.707710700000003,46.0432809]}"
31,-0.09695571178135556,0.1983426376294591,-0.012425534979631727,2.5315321097573817E-5,2018-12-12,"{""type"":""Point"",""coordinates"":[25.67715448,46.029504720000006]}"
32,-0.06531210314162766,0.17811404061609723,0.11140648552237792,5.475047803194395E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[25.781911979999997,46.38057031]}"
33,-0.045291407908654324,0.15598101745363813,0.19153921306133273,6.989991368475157E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[24.40696359,44.05267033]}"
34,-0.05717138144286959,0.1746563016553303,0.09284216319036788,6.998558669862972E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[24.250663920000004,44.03796288]}"
35,-0.05003867674770814,0.11193699437514247,0.1012151703910526,6.203316193492399E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[25.245529249999997,46.27602906]}"
36,-0.04882651455732876,0.1259657743191241,0.1185510229926683,5.581837236397022E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[25.286307350000005,46.23350622]}"
37,-0.04272982449837713,0.13688892900970873,0.2084647822342101,5.30769225435367E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[27.00155297,44.77489119]}"
38,0.03929475622696687,-0.019895572985102118,0.0924329343293093,7.647026047049773E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[21.2596505,45.28193522000001]}"
39,-0.06305144720040914,0.13089952390444906,0.11264967225622713,6.365850282523561E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[25.29650757,46.268662070000005]}"
40,-0.02243519586597705,0.09119302153534964,0.07159182273165726,4.431423780251366E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[25.30157739,46.19466120999999]}"
41,-0.045305963479525715,0.10991951344638234,0.11250035045668481,5.819618707568629E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[25.34747331,46.26127086000001]}"
42,-0.05378116140302016,0.13501155525058225,0.12479632158488269,5.1208394182156745E-5,2018-12-11,"{""type"":""Point"",""coordinates"":[25.449671719999998,46.33798358]}"
43,-0.024776620366029532,0.10278356839986173,0.14010526671979462,6.0800747148720626E-5,2018-12-10,"{""type"":""Point"",""coordinates"":[22.190298469999995,46.32465086]}"
44,-0.11114830331186226,0.33713599758716933,0.06154429064636974,3.598542363758081E-5,2018-12-10,"{""type"":""Point"",""coordinates"":[25.34517361,47.25070173]}"
45,0.015416507274963924,0.025548657913121487,0.1268393835954128,7.88974130469751E-5,2018-12-10,"{""type"":""Point"",""coordinates"":[23.8608688,44.621391169999995]}"
46,0.0283626780738764,-0.031777423790561296,0.08327938369487878,8.736609719633094E-5,2018-12-10,"{""type"":""Point"",""coordinates"":[26.889440869999998,45.25304225]}"
47,-0.005625935945087755,0.04287747539462844,0.2010683728736317,1.0160878328094504E-4,2018-12-10,"{""type"":""Point"",""coordinates"":[26.55570079,46.46414583]}"
