lat,long,NDVI_mean,NDVI_std,NDVI_trend,NDMI_mean,NDMI_std,NDMI_trend,BSI_mean,BSI_std,BSI_trend,SOCI_mean,SOCI_std,SOCI_trend
41.41181859,-0.0031590079999999996,0.13483972377783973,0.0546080971592991,-0.00218679493069326,-0.02212420505865921,0.048394565855229305,-0.002114558126610168,0.05945641842747797,0.03295541731829496,0.0017380684117313443,5.9426041691910256e-05,9.885347407927957e-06,-5.068301253433914e-07
52.75118064,-0.003219756,0.23983757898881067,0.057186338230955785,-0.002216653657536775,0.1321409348993435,0.04544146432735239,0.0010399808696129424,-0.06317671471174664,0.02755014532716994,-0.0006408949501905724,7.76586504342829e-05,1.4882814456143404e-05,-3.556696801933169e-07
42.01197269,-0.0049284590000000005,0.23325254019513902,0.08861141043220393,0.0003957085947156915,0.09971052729965044,0.06989144009664566,0.0026345258362670044,-0.03760677521130558,0.05626352267717448,-0.002424551230540136,7.868193040400937e-05,1.2698160708998388e-05,-4.5815673851252036e-07
47.96659922,-0.006392204000000001,0.2953577467436049,0.09445344690033106,0.005872102811308347,0.18623402695883717,0.0690748439883642,-0.00038551331969245066,-0.10204318293268559,0.04832460415134085,-0.00017106903347499872,7.714385746914879e-05,1.2808389902255344e-05,8.747048916983436e-07
43.79258103,-0.011575600999999998,0.2349178327517026,0.054999146574374366,-0.0029556226767520873,0.13263612862710714,0.035401035304638825,-0.0005292231580417088,-0.05927441967851886,0.025154526942349823,0.0008390273034438946,6.796083294955905e-05,9.451953590848608e-06,-4.4448658828285023e-07
53.05830234,-0.014242780000000003,0.15529919066477496,0.09093598086620998,0.0006451699393563212,0.06453591553507439,0.10041667776825579,0.00030941323890883046,-0.013114974576600163,0.07034201697072001,-0.0003479099836068633,7.323251725163866e-05,1.1624334689637639e-05,1.8916269795564507e-08
46.93181757,-0.019122090000000005,0.17989283823468244,0.06254160578153924,-0.00025737425782041903,0.07391151748954011,0.0754002829861006,0.0002019973107222363,-0.020876118215490687,0.04749815978198279,-0.0008595368822219716,7.985169671490765e-05,1.1937745702214017e-05,5.892229562786211e-08
40.20803252,-0.024958539999999998,0.14254285804999683,0.02133982580716266,3.839542094926307e-05,-0.004282016719706135,0.042912860693048664,0.0001428721994076484,0.06102637386563777,0.02949390181779475,-0.0001959358037626901,5.263499861171422e-05,3.98027875485727e-06,-9.151832833821917e-08
42.73693816,-0.028576505,0.14198958651982732,0.13201229614842908,0.0018548403598779906,0.25802021190212154,0.15380341991300525,0.0002652095972320405,-0.10314719318187386,0.05729614208248557,0.00010404315976716161,5.651637608520904e-05,1.9391777256711356e-05,2.1853247687849854e-09
50.90071975,-0.029234627,0.293919469305119,0.0809441266925423,0.0031906192297841457,0.16526719388018246,0.037485148087213156,-2.4539772918749796e-06,-0.08723599182474034,0.028015531344467836,0.00032517404701658687,7.632408899312557e-05,1.3752461120810204e-05,3.247377984214873e-07
45.87859644000001,-0.030215463000000005,0.18845390854981886,0.0804003325739962,0.0019482096115427737,0.07460261505015897,0.0914679868473883,-0.0026659990358612238,-0.012538190554193526,0.06482226664026441,0.0017124698993735339,7.113952747606e-05,1.0862109814852165e-05,3.064933203594672e-07
41.899832630000006,-0.034920375,0.15103331225025973,0.07166051712826166,-0.0013565165879716738,0.021030643823703014,0.08819469875998885,0.0008401783093522408,0.029585210414354163,0.062413882147605064,-0.00040038994018821544,6.316280091234541e-05,1.1690425811382598e-05,-4.7430684034085706e-07
41.75428625,-0.035107213000000005,0.13988145575180286,0.06674041074920885,-0.0016099859567037034,0.038240254502107225,0.05468878038650351,0.0007436906469923114,0.022490355758651603,0.04392269483376787,-0.0008652028403727793,5.814586530168253e-05,9.902404031015712e-06,-5.134197409168688e-07
48.68850530999999,-0.042013421,0.2753984197884625,0.05086254697347593,-0.0006278683761511422,0.1537553971931786,0.05423462882553743,-0.0027217329186438686,-0.0779140346629408,0.03834010859336545,0.0015902477552307628,7.513853198085161e-05,7.72604177801455e-06,-3.2525516340913146e-08
