loc_id,BSI_mean,BSI_std,BSI_trend,NDMI_mean,NDMI_std,NDMI_trend,NDVI_mean,NDVI_std,NDVI_trend,SOCI_mean,SOCI_std,SOCI_trend,lat,long,sample_date
15,-0.047802035342672154,0.049082806680462825,-0.0042534168479342474,0.11647313536351458,0.058288510947408424,0.005020300953424181,0.22620200894847903,0.09473404664639412,0.0037228219425925525,7.841392584057366e-05,1.0430220162820615e-05,2.1148901866062342e-07,46.02675927999999,26.179701370000004,2018-12-14
16,-0.02630246452568094,0.04945610704680913,-0.0012369486116798306,0.085858333414795,0.0641618448615513,0.0008655112529826074,0.21798550627462668,0.10967932874281909,0.0022536543508086477,7.261005448173673e-05,1.563898781720195e-05,1.136582361679517e-07,45.93910612,26.15296623,2018-12-14
17,-0.06471368106084284,0.07241953934181329,0.003607046343940236,0.1437824495326143,0.12601734129974904,-0.006146427253305997,0.18981279251894467,0.13972933477896415,-0.002507745769422974,7.749727643388425e-05,2.0264386245905598e-05,-2.8172234699611466e-07,45.40851887000001,28.0443136,2018-12-14
18,-0.041485052110836966,0.05093088293813503,0.0014056271605973269,0.12637495348521688,0.12274517924695895,-0.0035173153889438,0.17694244030827472,0.09547401518447986,-0.00018237235082790626,7.109485530248263e-05,1.5403141733725306e-05,1.7791509791189952e-07,45.256149390000004,28.177478379999997,2018-12-14
19,-0.01659710600630908,0.05130554371358344,0.0017970313040760917,0.07377968570270482,0.07506138641319547,-0.0017203361421365333,0.19235091767622267,0.08539704814858229,-0.0022594296432553785,7.847154682881084e-05,1.4637366927419988e-05,-1.0433402736001626e-06,45.1289444,28.581556120000002,2018-12-14
20,-0.011651517887382496,0.04590003509798823,-0.0026686343741623613,0.058845986754743465,0.06823558211125065,0.0035980825056022617,0.1795103712398976,0.07439171430218261,0.003909809086916581,7.519247343374726e-05,1.1379960648241677e-05,1.829703824108248e-07,44.92712331999999,21.674315590000003,2018-12-14
21,-0.052335178827874494,0.039517503229960796,-0.0004915221344178951,0.1204848190748935,0.04888341910187696,0.0007523856937369328,0.24888127631511964,0.09117041573492479,0.00023255885033102579,7.478505788083413e-05,1.4015956523212266e-05,1.2360445112155674e-07,45.53489946999999,22.557445939999997,2018-12-14
22,-0.0227088691050764,0.029440947049496343,-0.0014090156218168753,0.08678858454453921,0.05167907082942333,0.002585473325599907,0.1597836388218644,0.0794990352973272,0.0005917116497603167,6.784001306770791e-05,1.1890804541513463e-05,-1.46493532384828e-07,44.04069183000001,24.09886923,2018-12-13
23,-0.052138899015211126,0.05709667240805273,0.003748395919109633,0.13196562629816547,0.12745576213043666,-0.006491744103318211,0.22191863185000443,0.11424609464960253,-0.003586603721129714,7.636430952277101e-05,2.1562152964597743e-05,-4.870493665416639e-07,46.24475882,22.093041549999995,2018-12-13
24,-0.043129843657755275,0.054555524901474514,-0.0018863553222744388,0.11225521056604706,0.10382397112723639,0.00351352208408075,0.1693429146365423,0.1023448594580527,0.0026177489486923873,8.097705083920617e-05,1.8534883055838788e-05,-3.0747219055791137e-07,45.77472721,25.78670384,2018-12-13
25,-0.040874334786232355,0.053992119984689065,0.0008229049903548717,0.11675353492989601,0.1084320608347919,-0.002781682043915368,0.19384162447563386,0.12326438852107938,-0.004340254931935872,7.531944809840094e-05,1.7504328682002517e-05,-1.4164221939426829e-07,46.42478295,21.949503410000002,2018-12-13
26,-0.0651369899481058,0.09073939483261502,-0.00030515819692797835,0.14096961537799566,0.1347973313665439,0.0004143452159648264,0.22259554807072965,0.10786931360792912,-0.001988289659468567,7.75898364502072e-05,1.0168650535033004e-05,-4.239488245740832e-07,45.01967504,24.685686170000004,2018-12-13
27,-0.011815186072327085,0.04355626459616516,0.0010080617498831193,0.07268568974253552,0.06831782766727193,-0.0015495090794801585,0.17149523053866433,0.06527136941506312,-0.0009389889160247238,7.089943084671491e-05,9.21777403406901e-06,-3.3388901828358723e-07,46.05595937,26.1090529,2018-12-13
28,-0.02136807116037013,0.06471051626768175,-0.0005093527770186933,0.08943946787534834,0.11270692576903409,0.002126152795011916,0.19135377282215543,0.09094430934601162,-0.001645524642320291,7.484382317549389e-05,1.0841876495630595e-05,-3.4958277505690033e-07,46.14750266,26.110426019999995,2018-12-13
29,-0.04788705749351219,0.0579071880717678,0.0016858208330751386,0.11371735478290779,0.09360138770415426,-0.0018367922526357889,0.2486901710300989,0.08389228158676368,-0.002914567895079926,7.933877189168876e-05,1.1254374879102371e-05,-6.009670403028128e-07,46.45157305000001,22.03475539,2018-12-13
30,-0.04790167899510951,0.051970779546705516,0.002309440460500306,0.1188549741411716,0.09042261546571563,-0.004142045539692533,0.2347322417719747,0.10734401187404653,-0.003026908172212918,8.765087694348762e-05,4.407289483121336e-05,6.560061862112712e-07,46.330273180000006,21.980850919999998,2018-12-13
31,-0.06935353076095538,0.07540989807090726,-0.0018617063529341605,0.1542737123799435,0.1282605824485372,0.0003149622419979181,0.25042002212004844,0.14420050624603475,0.007249047180396835,7.456394943942287e-05,2.0394197390454034e-05,8.089386406722384e-07,45.85323767999999,25.994794610000003,2018-12-13
32,-0.05158806577665154,0.06024552304808171,-0.0034108137382655715,0.12801672767981181,0.10213608054861723,0.003942236272097599,0.2056389426713805,0.13434820344474563,0.0032048273612764406,7.060652157664137e-05,2.1510099508968864e-05,-2.2624359221680001e-07,45.84338366,25.93902395,2018-12-13
33,-0.01771719938906961,0.08431784643951157,0.0027230775751076585,0.07161169573128909,0.12697071527368844,-0.004911485202279287,0.20034275144130276,0.09897940435327775,-0.005178064903355133,8.157656986961303e-05,1.1560707802726814e-05,-1.5586706596253994e-07,46.09687125,26.201170600000005,2018-12-13
34,-0.04987308368798622,0.08934259628486403,0.003430939146094286,0.11580849579501176,0.13625849534477552,-0.004941954970672412,0.22665832689287443,0.11639808578507702,-0.003710359197296196,8.43012399791049e-05,1.397061026562779e-05,-4.833014106009812e-07,44.97338976999999,24.36288796,2018-12-12
35,-0.03793458710341848,0.03899771635913611,0.0007878836835154552,0.10218866302987306,0.0590860930667847,-0.002485067471380245,0.21418027816720545,0.09637445830889883,0.0021798166604997944,7.658044702713698e-05,1.3118174574088203e-05,9.001244532882548e-07,45.24224979000001,21.45767984,2018-12-12
36,-0.06232594291827963,0.03452056079052745,0.0020076180702131843,0.14142966219617553,0.06835060718660951,-0.0027467237276885006,0.248830447917087,0.12044188828704161,-0.0024923786062191647,7.80712789943165e-05,1.8206719624793476e-05,-5.3530001955878706e-08,46.16144807,21.365752209999997,2018-12-12
37,-0.005396241746126066,0.05805844365598964,0.00435810088092362,0.05930809716737469,0.09171737248432779,-0.0070322426192280735,0.1845329372078941,0.08538569253481804,0.0002369887830098103,7.377080563088302e-05,1.1941594678510567e-05,4.050877191090852e-07,45.39277763,21.411712899999998,2018-12-12
38,-0.015898853239493062,0.05211087746301488,-0.0017906479899743343,0.0747025071044358,0.09118481180135912,0.002918316923430741,0.15623493453261755,0.08073116182158606,-0.0021863794670703026,7.662790607884231e-05,1.2053632746648674e-05,-4.0734779913104623e-07,46.05601819,21.50033244,2018-12-12
39,-0.060851007390903676,0.03785839323606777,-0.0018683196052174168,0.131787561210799,0.06043128259177873,0.001350271545166909,0.22866425312188862,0.11764051092159973,0.0016832599228507694,7.9341846760496e-05,1.4377801709883986e-05,9.388139836470076e-07,46.0432809,25.707710700000003,2018-12-12
40,-0.053016871974299065,0.0412866514317475,0.0028701743999293536,0.1277307216174002,0.07240116381214605,-0.0041455314501577184,0.2291662863158248,0.12323175412797158,-0.004812628259087936,7.55446387100021e-05,1.7316024318979632e-05,3.7495150794870477e-07,46.029504720000006,25.67715448,2018-12-12
41,-0.039564864095162224,0.05155019721623142,0.0034904922155210446,0.10870785661471402,0.08408652668972326,-0.0064008359538139225,0.21568812202948112,0.10133194900756476,0.0005603898195783761,7.629607603507815e-05,1.50687769749206e-05,4.1886515602084106e-08,45.28193522000001,21.2596505,2018-12-11
42,-0.05013035580989731,0.053761217653433786,0.0029058386981233144,0.12953941179870718,0.09944790927114096,-0.0031356391316130438,0.22294375856863063,0.11067206277019753,-0.0005622347789546482,7.245204663143576e-05,1.794034001034834e-05,-3.2127231972979645e-07,45.05839370000001,24.540589089999997,2018-12-11
43,-0.036054878476381426,0.06096999814873525,0.0021926729213171217,0.10179354367931963,0.09208912901761585,-0.004007816729016433,0.20473225553069332,0.08733295133008033,0.0003521962214479372,7.090757731396296e-05,9.345095855815924e-06,3.163035434431786e-07,44.05267033,24.40696359,2018-12-11
44,-0.0602629762397082,0.05075260559732542,-0.00019568458349323334,0.15115241737796203,0.09453802762183638,0.00026989979748054556,0.20279209218355415,0.10501739761211669,-0.0013963479096098545,6.721217593664312e-05,1.6029053677174154e-05,-9.497162966167774e-08,44.03796288,24.250663920000004,2018-12-11
45,-0.03861524645941691,0.05729674123217243,0.0039812231602340195,0.10533293738711821,0.08732302683714546,-0.005361550778637328,0.20202293661781803,0.10943150079315968,-0.002478418494846913,7.90782134389291e-05,1.8365780878134318e-05,-1.6540097361570467e-07,44.92884157000001,22.136576700000003,2018-12-11
46,0.0016570655631101907,0.04865284879301376,0.0017015351155848471,0.03582208450836639,0.07264552592777501,-0.0025242906657473407,0.16181373611216682,0.09595155644578039,-0.003864162346053969,7.917223740392225e-05,1.0362658257753922e-05,-3.951361648803685e-07,46.27602906,25.245529249999997,2018-12-11
47,-0.04986477815099317,0.04344310814747788,-0.0020194089131229374,0.11897672786284907,0.06350757780769317,0.0026839793436292973,0.22206542783307434,0.11505318721089376,-0.0014132755696211732,7.796162294169804e-05,1.7700397531223122e-05,8.15823744499016e-09,46.23350622,25.286307350000005,2018-12-11
48,-0.0381610323976211,0.04010096816258528,-0.0004319179516711438,0.1010151643657774,0.051668954315805975,0.0012657321253910195,0.21282973027685098,0.08757396177147715,-0.001129047244683294,7.903291990286304e-05,1.574249338726468e-05,-1.1392731064352346e-06,46.268662070000005,25.29650757,2018-12-11
49,-0.0493914264761636,0.054414738586417266,-0.0006061393963993493,0.1229176465082138,0.09936493238120261,0.0015541279086365056,0.2118542591571222,0.11821053469191813,-0.000642646934245493,7.323482907929211e-05,1.814936116326606e-05,-4.024332375571843e-07,46.19466120999999,25.30157739,2018-12-11
50,-0.013550239856923978,0.05300894910246471,0.0033342376716296684,0.057222514670278744,0.07372996665141777,-0.004557733702083517,0.18006303153823733,0.09622231790105455,-0.0029001515035472847,8.171728999538773e-05,9.201610631133393e-06,4.420793445942174e-07,46.38057031,25.781911979999997,2018-12-11
51,-0.04485580408378982,0.09954450633355758,-0.004108093242546593,0.11454575635409167,0.16142944633001685,0.004975258372190461,0.22003583013042882,0.1287348534427409,0.0034077274810753702,7.784489725819296e-05,1.3899295174917662e-05,-3.758080507244743e-08,46.26127086000001,25.34747331,2018-12-11
52,-0.024461692247115273,0.06330602118791302,0.004880122217127681,0.08792196397397237,0.09902382328079791,-0.006678553345446233,0.24585570538902196,0.08398214168236683,0.0007512630379074301,7.893549856236511e-05,1.2589023394379808e-05,-1.759948398919123e-07,46.23521102,25.525753799999997,2018-12-11
53,-0.03980929223341912,0.044289358960429015,-0.002623119637824933,0.10667413552499228,0.05299759617973918,0.0024609125494888862,0.21509156936242285,0.07949477178525707,0.0006655674890748441,7.034582424073214e-05,1.0383324075399175e-05,1.4806720340362263e-07,46.33798358,25.449671719999998,2018-12-11
54,-0.0076732801422190015,0.06219065302183505,,0.05764979471631772,0.10300935429844099,,0.17017771201812673,0.09916896066928002,,7.80005641638394e-05,1.1949296821054647e-05,,44.77489119,27.00155297,2018-12-11
55,-0.042729354690331976,0.057324779719720935,,0.1123018247820215,0.09758560937067227,,0.18654250001116265,0.09660687535224963,,7.524847682136315e-05,1.4291579824238325e-05,,47.25070173,25.34517361,2018-12-10
56,-0.02100770178064492,0.0648909456337113,-0.0024270214300871193,0.07282773451714998,0.09421537360414473,0.0032685752025727165,0.21117497040535121,0.09145893625607661,0.006570153262598059,8.297165563632788e-05,8.79479575849457e-06,3.808065671996542e-07,45.40219352000001,21.155248390000004,2018-12-10
57,-0.059709464038129004,0.08366035720519828,0.0016798700084030096,0.14199302123506147,0.1330804223045635,-0.002216345398463082,0.2108641260264216,0.10729056169501117,-0.005799166904452487,7.41920533717774e-05,1.4825549850739467e-05,-6.594278258032298e-07,46.30985618,22.16055712,2018-12-10
58,-0.0487656114038791,0.04799262377448327,-0.0004013626364985534,0.11986416827022357,0.07117956487679424,0.00021016459460655314,0.24444017254723643,0.10914833457473956,-0.0007250678734614932,7.688012148691006e-05,1.5593586472871048e-05,-6.073592333004028e-08,46.32465086,22.190298469999995,2018-12-10
59,-0.04777405928979934,0.04358953115374656,0.0012012933202687787,0.11890203100802654,0.07606562456784527,-0.0008830945346643077,0.20859282945137964,0.11358981075977743,-0.002886447154684985,7.15362643721702e-05,1.7446150441892852e-05,-4.684215930380978e-07,46.26258775,22.2549939,2018-12-10
60,-0.01176515233497869,0.06233053167774823,0.0038698960196166246,0.053620003754578316,0.08633105843268872,-0.005625849336044642,0.18568891588035424,0.11712460159273538,-0.0031097402302830285,8.35798769093618e-05,1.373404953734935e-05,-3.079853769536162e-07,44.70464075,24.190146409999997,2018-12-10
61,-0.04312945957072596,0.06692101626144899,0.0016410036902588631,0.11530482591296834,0.10254104309870046,-0.0020335957830017125,0.2018030594913677,0.11639047904825359,-0.0008630070770025442,7.579424828195999e-05,1.3216986429793813e-05,1.7041002095468014e-07,44.621391169999995,23.8608688,2018-12-10
62,-0.017969371338425126,0.06272757811299513,-0.00015158606847970587,0.07212440252503778,0.11262106780831696,0.0005370258722539231,0.193789201265811,0.0777583611766952,0.004402205604430585,7.662731253205664e-05,1.0695731657641071e-05,7.518467076408577e-08,45.25304225,26.889440869999998,2018-12-10
63,-0.0629123447506486,0.05445698266348982,0.0024963404213224315,0.15035363684414293,0.12011270063860822,-0.004882950085697762,0.22539221203001797,0.1290716685887052,0.0015286743030249281,7.3415801876479e-05,2.0636004342158245e-05,5.524555143202869e-07,46.46414583,26.55570079,2018-12-10
64,-0.021795266177943813,0.05537026782644977,0.001486388969458512,0.07094836072469639,0.08137652280133646,-0.002444386331767443,0.21742205817936372,0.09064361976397181,-0.00013358272428210118,7.820472665765303e-05,1.1709080753043747e-05,2.18947459179176e-07,47.4650022,25.763452369999996,2018-12-10
65,-0.02901183602671748,0.04408530621603826,0.0005789022143694597,0.10284107615099713,0.08327400867285652,-0.0003362755525140353,0.167211183681992,0.09548368052077504,-0.004740169949915615,7.120936435758766e-05,1.7309974368714513e-05,-8.12941044066572e-07,46.24076403,21.30393717,2018-12-09
66,-0.037693734632663595,0.05273199391854223,0.0015576954660348394,0.11936262977504661,0.10759996173701356,-0.00030414696823680886,0.15958841665702883,0.10920381830238668,-0.0025153194109445547,6.571425397035197e-05,1.6833086721076148e-05,-8.33703295179087e-08,46.80055050000001,26.63639931,2018-12-09
67,-0.032034272358899565,0.04529392251832176,0.00012678207210787559,0.1039652918132947,0.09650757881333125,0.0007492210466485526,0.18927304198780082,0.10707318736118915,-0.006440643895884051,7.197571587681964e-05,1.7946526106531113e-05,-1.035525827355109e-06,46.34053600000001,21.220003920000003,2018-12-09
68,-0.04507962489971705,0.043528531300458737,-0.0011784628990144932,0.12396817088060266,0.08599246514870093,0.0013066330123568924,0.18578345677042607,0.11536148016740198,0.004021644514142184,6.8004912795683e-05,1.7840770722504516e-05,6.345319354038251e-07,46.81656351,26.533747210000005,2018-12-09
69,-0.02250594117297866,0.058968661143489566,-0.0024541938716954245,0.08474727100265933,0.11557383407147272,0.005113017105818006,0.167829371429691,0.10781467611572496,0.0016681505490712205,7.443108790034575e-05,1.9040429635779834e-05,-3.3086832700939007e-07,46.23030572,20.88203715,2018-12-09
70,-0.07571165734271618,0.07052297245300354,0.004260503767794154,0.1734792082060848,0.1490161630326862,-0.007356668241833874,0.22067157353081543,0.13790023402888218,-0.002555957578783411,7.281186818705113e-05,1.9550238804825484e-05,3.787553075433357e-08,45.44203174,21.29269177,2018-12-09
71,-0.04185780028275089,0.05944054000681056,-0.002238907869633864,0.11264004085967735,0.10410378770638005,0.0038205342180447958,0.1998183516213432,0.11468645170666487,0.00017794387386997526,7.367875030634496e-05,1.834032885993185e-05,-4.9866087964648835e-08,46.11034237,20.98840888,2018-12-09
72,-0.0334851806840095,0.054310776545492295,0.0014723064125613903,0.10213193554896335,0.08795335818441063,-0.001181980059688955,0.16973532082006879,0.13220736666051794,-0.005019525126985496,7.178230653999449e-05,1.8656711419723142e-05,-4.200942059841551e-07,46.83644281,26.40535364,2018-12-09
73,-0.035376250610410574,0.02905907256950655,-0.00017506565301048094,0.10080802500601209,0.0472175591339283,0.0006480107601981807,0.19846614428903242,0.08397828227405106,-0.0032768065650537687,7.353816595569816e-05,1.2653296422155829e-05,-6.343128800297918e-07,46.35693911,21.407616040000004,2018-12-09
74,-0.014289969254930826,0.06705253901769989,0.0009384711093674739,0.06102161111063984,0.09751421882270478,-0.001644334806189153,0.1932451159007091,0.10484588030798087,-0.002582535803522615,8.372265855345188e-05,1.394492619665107e-05,-5.773416852631094e-07,46.18591311,21.13500694,2018-12-09
75,-0.05095919102914478,0.09309725035699991,0.004005188838830006,0.11750751641254062,0.13759207653332275,-0.007100690830171772,0.24116593707571451,0.12201088270351278,-0.004695713078052924,7.888441952963003e-05,1.3039187200668114e-05,4.2565165865380756e-07,45.70034492,21.9186964,2018-12-09
76,0.0016319636970387858,0.05235512308219769,0.002607731522750552,0.046888990290987774,0.08377111532368903,-0.003740451939078125,0.1612190640197251,0.07083915685088316,-0.0015954490471090587,7.41686995488295e-05,1.1904432469180543e-05,4.925926746310832e-07,46.63172657,27.11991108,2018-12-08
77,-0.04902574309153443,0.041539520045043014,0.0015694923542405273,0.11463149374413335,0.05511703442129153,-0.0028329945546067513,0.1787330831201239,0.10265134943506275,0.001410532367919003,7.747703101419721e-05,1.2259533141357902e-05,1.829865378231902e-07,46.61100652,27.24759614,2018-12-08
78,-0.0409160121149816,0.0509154123024543,-0.0015012410174568423,0.10140819089431577,0.0674322002798234,0.0021583366682813754,0.21665923435742335,0.10400499396055048,-0.0009181242932181912,7.983016525722049e-05,1.1819121423549033e-05,-1.744885023059499e-07,45.71444917000001,25.821562310000004,2018-12-08
79,-0.021185494842439503,0.03414865309948283,4.467634361401165e-05,0.07872677293371833,0.04139376063898299,-0.0007253522154287536,0.19617595285285577,0.0904593221696588,0.0012449376294251982,7.665044498573558e-05,9.185981916107276e-06,1.2070273184042577e-07,46.70658982,27.225552119999996,2018-12-08
80,-0.031209486992117997,0.03863855039891338,-0.0005809305681025351,0.09107744719122195,0.048958384909207356,0.0002982957204249839,0.1981067459897934,0.1091138958240028,0.007147455973446261,7.297697685555046e-05,1.5096157723847298e-05,7.622533234482748e-07,44.0529731,24.534249560000003,2018-12-08
81,-0.03969871356135164,0.043675313483041135,9.80493540477982e-05,0.10422375364049577,0.0774769843045161,0.0011794206812744759,0.21348377977486357,0.11731197922364178,-0.0025160405332223267,7.416160237339012e-05,2.022486409329691e-05,-3.350891888252733e-07,44.70046809,22.675180600000004,2018-12-08
82,-0.012109079061078614,0.05711095229251598,0.00174417707670479,0.06686621320437255,0.0975786150706153,-0.0025640536339381487,0.15564146451608374,0.08968959132077495,-0.0037053839451923368,7.659382305087105e-05,1.5425129505956085e-05,-4.875977865256574e-07,46.08076765,21.270081729999998,2018-12-08
83,-0.026008867263268502,0.05795403075120722,0.001663298110029729,0.09036251008494176,0.09714454212414116,-0.0012017838681284503,0.17672519394683575,0.12218550624471358,-0.008040515211250541,7.206603823905753e-05,1.8807339861427922e-05,-9.190415013451058e-07,46.14225204,21.204472030000005,2018-12-08
84,-0.020114470233271016,0.05850725312812272,0.0010640100031630636,0.08251070668278936,0.10013207014501585,-0.0018072477255633478,0.1476701884986667,0.10288864221235916,0.0005615904651493863,7.080484318346094e-05,1.2045453272678374e-05,-3.428451275190092e-07,46.869009819999995,26.901485759999996,2018-12-08
85,-0.04722520385165186,0.06549629242838123,0.002008101127475172,0.11304301042999179,0.08832552688383023,-0.0015930568096103215,0.20583116018609213,0.09737302742384711,-0.0021410975643117603,7.777647089238353e-05,1.4260366757684688e-05,-8.938187942189124e-07,46.48011479,22.72864094,2018-12-08
86,-0.05441343920180258,0.07757569680434918,-0.0003854555011377886,0.12715470483191987,0.11445712226179458,0.0004162738662471539,0.20145308257181943,0.09651330038183374,0.0009075933982896378,7.274989708122169e-05,8.034164445685094e-06,-5.396324563291025e-08,46.77348565,26.92412693,2018-12-08
87,-0.02805730324100929,0.051155891819080444,0.0006995436886203947,0.07889372425413547,0.07165657755434514,-0.0016710303701392892,0.17607649875264003,0.09955474130012726,0.0026750131837217613,7.515985257109687e-05,1.0345256420309694e-05,5.093107383067222e-07,46.423979380000006,27.26610554,2018-12-08
88,-0.030308267849689575,0.0631739103723464,-0.0003448454773321482,0.08247969606555525,0.09304428024312843,0.0011587956926783142,0.19847679982190075,0.09631957501434171,-0.0025264384964576556,7.775522711287841e-05,1.0343965409557552e-05,-2.604180680971955e-07,45.7396134,25.77633074,2018-12-08
89,-0.027311455170771864,0.044173062119600356,0.0009065283767373107,0.07895904889147701,0.06427819327749434,-0.0009885107640138881,0.20481377941678608,0.10757065961072525,-0.0033657872016059557,7.980091276520129e-05,9.690136252746914e-06,2.6028757690175197e-07,46.50649126,24.912705330000005,2018-12-07
90,-0.022990230063042516,0.04783784743286631,,0.07023824578967386,0.07200646065504276,,0.196169105944111,0.08689256654330531,,7.719843918870651e-05,1.3181739208585696e-05,,46.68168711999999,22.565132249999998,2018-12-07
91,-0.037765344874052864,0.04267800813525953,,0.08849382791918607,0.06094091012549717,,0.22674858623257757,0.10778801789546508,,7.752823754811827e-05,1.6233665337019232e-05,,44.86855651,23.22775759,2018-12-07
92,-0.041317382783939816,0.03732634749066582,,0.09890264096037027,0.0573450691160886,,0.22218709260602476,0.1035328214280402,,7.860255187962196e-05,1.5603070700192716e-05,,44.96345109,23.199011589999998,2018-12-07
93,-0.05706190969729243,0.03329325199394124,,0.12170391683151398,0.04777670642597608,,0.23915656212944048,0.09767075369153629,,7.728087308150682e-05,1.568489255034465e-05,,44.93238628,23.01137381,2018-12-07
94,-0.02365942545746865,0.055289124155169754,-0.0018420683934156185,0.09512110034791327,0.08907418469705797,0.0029373283094602876,0.16798574280938605,0.09714382562255185,0.0023548933416736987,6.856474868546127e-05,1.2725459524957078e-05,-2.1776832213369901e-07,44.43658183,27.802660239999998,2018-12-07
95,-0.08144665984141708,0.05729354591328932,0.0013720005664854193,0.19149023950628155,0.15953546048056214,-0.0038501838336150525,0.23193634662580848,0.12781726259714493,0.004614887615622771,7.176157129441922e-05,1.8687345121585314e-05,4.95540009212864e-07,46.50600224,26.756603770000005,2018-12-07
96,-0.01397286359076883,0.06965667997528162,0.002988659158128106,0.07301271963061837,0.13515193627767963,-0.00465214936685109,0.14810253477266938,0.11315773268715285,-0.006294579610122662,7.441776620758019e-05,2.025521029837704e-05,-1.7942772272392302e-07,44.32929489,27.35485715,2018-12-07
97,-0.022608646369655518,0.07917051729153757,0.004198583891373605,0.08579183322856405,0.13610838047948795,-0.007274634314940063,0.15954565252213326,0.1218393459873199,0.00032809722775631203,7.223038284284555e-05,2.010540613409738e-05,3.2567175599660064e-07,46.39949465,26.963307199999996,2018-12-07
